epoch,loss,output_1_loss,output_1_mean_absolute_error,output_1_mean_squared_error,output_2_loss,output_2_mean_absolute_error,output_2_mean_squared_error,output_3_loss,output_3_mean_absolute_error,output_3_mean_squared_error
0,0.036599040031433105,0.002148499945178628,0.024975460022687912,0.002148499945178628,0.01576502062380314,0.08624650537967682,0.01576502062380314,0.0003325992147438228,0.012761005200445652,0.00033259924384765327
1,0.04038050025701523,0.005062549374997616,0.03373274952173233,0.005062549374997616,0.01636168546974659,0.0877421498298645,0.01636168546974659,0.0003942518960684538,0.013569767586886883,0.0003942518960684538
2,0.05334969609975815,0.015517904423177242,0.05001354217529297,0.015517904423177242,0.018322737887501717,0.09186626225709915,0.018322737887501717,0.0005034946370869875,0.014782010577619076,0.0005034946952946484
3,0.040521860122680664,0.0038377910386770964,0.04490618407726288,0.0038377910386770964,0.01725996658205986,0.09016299247741699,0.01725996658205986,0.00040878436993807554,0.014290254563093185,0.000408784399041906
4,0.08165241777896881,0.03317882493138313,0.0632408857345581,0.03317882493138313,0.027163304388523102,0.10579364001750946,0.027163304388523102,0.0008474151254631579,0.017127923667430878,0.0008474151254631579
5,0.04439576342701912,0.00597435561940074,0.05742620304226875,0.00597435561940074,0.018802961334586143,0.09385128319263458,0.018802961334586143,0.0004580561362672597,0.015153772197663784,0.0004580560780595988
6,0.063762366771698,0.019255515187978745,0.054465215653181076,0.019255515187978745,0.023070212453603745,0.09986773133277893,0.023070212453603745,0.0005832574097439647,0.015728909522294998,0.0005832574097439647
7,0.06171014532446861,0.017751511186361313,0.06310448795557022,0.017751511186361313,0.022116269916296005,0.09906839579343796,0.022116269916296005,0.0006404479499906301,0.016316602006554604,0.0006404479499906301
8,0.04529806971549988,0.0037679404485970736,0.04322019964456558,0.0037679404485970736,0.019524525851011276,0.09457064419984818,0.019524525851011276,0.000446236488642171,0.014808154664933681,0.00044623645953834057
9,0.06469058990478516,0.019719718024134636,0.057042378932237625,0.019719718024134636,0.02304944396018982,0.0995430275797844,0.02304944396018982,0.0006336986552923918,0.015846101567149162,0.0006336987717077136
10,0.04343113303184509,0.003868021536618471,0.04602445289492607,0.003868021536618471,0.018767276778817177,0.09332554787397385,0.018767276778817177,0.0004450952692423016,0.014792405068874359,0.0004450952401384711
11,0.05323215201497078,0.011222769506275654,0.04983044043183327,0.011222769506275654,0.020364413037896156,0.09593494236469269,0.020364413037896156,0.000528769800439477,0.015330321155488491,0.000528769800439477
12,0.04268337041139603,0.00401661591604352,0.04744890332221985,0.00401661591604352,0.01814977265894413,0.09231831133365631,0.01814977265894413,0.00044329860247671604,0.014773761853575706,0.00044329854426905513
13,0.12232649326324463,0.05607853829860687,0.06416144222021103,0.05607853829860687,0.032601699233055115,0.11287610977888107,0.032601699233055115,0.0011156478431075811,0.01826370693743229,0.0011156478431075811
14,0.046748608350753784,0.0046572573482990265,0.051127757877111435,0.0046572573482990265,0.019776318222284317,0.09578074514865875,0.019776318222284317,0.0004714514361694455,0.015230364166200161,0.0004714514361694455
15,0.04950007423758507,0.008484377525746822,0.05116746574640274,0.008484377525746822,0.019517842680215836,0.09490002691745758,0.019517842680215836,0.0004944571992382407,0.015193555504083633,0.0004944571992382407
16,0.042449843138456345,0.0031946776434779167,0.04157993569970131,0.0031946776434779167,0.01818106323480606,0.09212010353803635,0.01818106323480606,0.00043486099457368255,0.01457248255610466,0.00043486099457368255
17,0.05825025215744972,0.013385798782110214,0.049381453543901443,0.013385798782110214,0.021635891869664192,0.09815669059753418,0.021635891869664192,0.0005615970003418624,0.01563621126115322,0.0005615970003418624
18,0.06746885180473328,0.023988358676433563,0.0582294799387455,0.023988358676433563,0.021809542551636696,0.09717820584774017,0.021809542551636696,0.0006197809707373381,0.015763578936457634,0.0006197809125296772
19,0.04940396919846535,0.0034704951103776693,0.0416521318256855,0.0034704951103776693,0.02143697626888752,0.09814663231372833,0.02143697626888752,0.0004752695094794035,0.015069229528307915,0.0004752695094794035
20,0.043562181293964386,0.003957734443247318,0.04752786457538605,0.003957734443247318,0.01822589337825775,0.09258401393890381,0.01822589337825775,0.0004438648174982518,0.014735003001987934,0.0004438648174982518
21,0.07220909744501114,0.021685069426894188,0.05437559261918068,0.021685069426894188,0.025039659813046455,0.10388906300067902,0.025039659813046455,0.0006465011974796653,0.016391409561038017,0.0006465011392720044
22,0.04945341497659683,0.009017323143780231,0.050952326506376266,0.009017323143780231,0.01885334402322769,0.09348881244659424,0.01885334402322769,0.0004852390266023576,0.014964804984629154,0.0004852390266023576
23,0.04619145765900612,0.00415678508579731,0.03963616490364075,0.00415678508579731,0.019860701635479927,0.0950847938656807,0.019860701635479927,0.00047259413986466825,0.014851382933557034,0.00047259419807232916
24,0.05085648596286774,0.009537823498249054,0.04828007519245148,0.009537823498249054,0.01938483864068985,0.09430477023124695,0.01938483864068985,0.0004913618322461843,0.01496809720993042,0.0004913618322461843
25,0.04225499927997589,0.002862475113943219,0.03975534066557884,0.002862475113943219,0.017902156338095665,0.09142694622278214,0.017902156338095665,0.0004279716231394559,0.014398992992937565,0.00042797159403562546
26,0.046366337686777115,0.006044214125722647,0.04385041072964668,0.006044214125722647,0.018731025978922844,0.0931258425116539,0.018731025978922844,0.00046406680485233665,0.014729650691151619,0.0004640668339561671
27,0.051084004342556,0.00943706464022398,0.04407735913991928,0.00943706464022398,0.01947760581970215,0.09415195137262344,0.01947760581970215,0.000491627084556967,0.014887393452227116,0.000491627084556967
28,0.04235721006989479,0.003515078919008374,0.044403646141290665,0.003515078919008374,0.01774570345878601,0.09141553193330765,0.01774570345878601,0.0004364386259112507,0.014566299505531788,0.00043643865501508117
29,0.08249850571155548,0.030399370938539505,0.05755622312426567,0.030399370938539505,0.02544001303613186,0.10334684699773788,0.02544001303613186,0.0006906820344738662,0.01643478125333786,0.0006906820344738662
30,0.04409358277916908,0.003749885829165578,0.0462787002325058,0.003749885829165578,0.018454981967806816,0.09288929402828217,0.018454981967806816,0.0004455074085853994,0.014721807092428207,0.0004455073503777385
31,0.05404927581548691,0.01052973885089159,0.04614949971437454,0.01052973885089159,0.020601097494363785,0.09641061723232269,0.020601097494363785,0.0005178892752155662,0.015210447832942009,0.0005178892752155662
32,0.05188135430216789,0.010458982549607754,0.05240806192159653,0.010458982549607754,0.019621485844254494,0.09451191127300262,0.019621485844254494,0.0005367624689824879,0.015263850800693035,0.0005367624689824879
33,0.04413558542728424,0.0027332776226103306,0.0386272594332695,0.0027332776226103306,0.018846191465854645,0.09310632944107056,0.018846191465854645,0.0004355741839390248,0.014483765698969364,0.0004355741839390248
34,0.057233795523643494,0.013341757468879223,0.04919830337166786,0.013341757468879223,0.020983459427952766,0.09631818532943726,0.020983459427952766,0.000538962718565017,0.015178573317825794,0.000538962718565017
