epoch,loss,output_1_loss,output_1_mean_absolute_error,output_1_mean_squared_error,output_2_loss,output_2_mean_absolute_error,output_2_mean_squared_error,output_3_loss,output_3_mean_absolute_error,output_3_mean_squared_error,val_loss,val_output_1_loss,val_output_1_mean_absolute_error,val_output_1_mean_squared_error,val_output_2_loss,val_output_2_mean_absolute_error,val_output_2_mean_squared_error,val_output_3_loss,val_output_3_mean_absolute_error,val_output_3_mean_squared_error
0,0.068599633872509,0.0026882123202085495,0.040446117520332336,0.0026882123202085495,0.004342568106949329,0.04863375797867775,0.004342568106949329,0.00017316114099230617,0.010332945734262466,0.00017316112644039094,0.07217179238796234,0.0030753728933632374,0.04607944190502167,0.0030753728933632374,0.007920793257653713,0.07217487692832947,0.007920793257653713,0.0003866247134283185,0.016128668561577797,0.0003866247134283185
1,0.06645726412534714,0.002002869499847293,0.0332280695438385,0.002002869499847293,0.004102300386875868,0.04706139490008354,0.004102300386875868,0.00016225938452407718,0.009982665069401264,0.00016225938452407718,0.06484949588775635,0.0007052048458717763,0.019950266927480698,0.0007052048458717763,0.0044069066643714905,0.04732399061322212,0.0044069066643714905,0.0001569254818605259,0.00979384034872055,0.0001569254818605259
2,0.06646334379911423,0.002692701993510127,0.04089847579598427,0.002692701993510127,0.004617711529135704,0.04969966784119606,0.004617711529135704,0.0001806350046535954,0.010534370318055153,0.0001806350046535954,0.06923066079616547,0.007116026245057583,0.08205527812242508,0.007116026245057583,0.003605461213737726,0.04423726722598076,0.003605461213737726,0.00015094240370672196,0.009573505260050297,0.00015094240370672196
3,0.06433083117008209,0.002052812371402979,0.03542625159025192,0.002052812371402979,0.0043682679533958435,0.04840723052620888,0.0043682679533958435,0.00016659207176417112,0.010166374035179615,0.00016659207176417112,0.07221659272909164,0.009900471195578575,0.0958385169506073,0.009900471195578575,0.005005570128560066,0.05362214893102646,0.005005570128560066,0.0001936477783601731,0.01123075932264328,0.0001936477783601731
4,0.06253675371408463,0.001992042176425457,0.0359945110976696,0.001992042176425457,0.0039098383858799934,0.04531192034482956,0.0039098383858799934,0.00014683995686937124,0.009500500746071339,0.00014683995686937124,0.06316076219081879,0.00214773858897388,0.03866070508956909,0.00214773858897388,0.004969623871147633,0.05300084128975868,0.004969623871147633,0.00019677996169775724,0.011271593160927296,0.00019677996169775724
5,0.06145044043660164,0.002204357646405697,0.03620726987719536,0.002204357646405697,0.00388857489451766,0.045243531465530396,0.00388857489451766,0.00014909064339008182,0.00954547617584467,0.00014909064339008182,0.059537433087825775,0.0007235224475152791,0.021999508142471313,0.0007235224475152791,0.004101963248103857,0.04736139997839928,0.004101963248103857,0.00015099672600626945,0.009816629812121391,0.00015099674055818468
6,0.06083286553621292,0.0028078556060791016,0.03943200036883354,0.0028078556060791016,0.003958901856094599,0.04592753201723099,0.003958901856094599,0.00015069535584188998,0.00964407343417406,0.00015069535584188998,0.0603511668741703,0.0013479385524988174,0.02691042236983776,0.0013479385524988174,0.005545644089579582,0.053856994956731796,0.005545644089579582,0.00019637701916508377,0.011036801151931286,0.00019637700461316854
7,0.05735908821225166,0.0011668507941067219,0.026416953653097153,0.0011668507941067219,0.0034511717967689037,0.041954901069402695,0.0034511717967689037,0.000127772509586066,0.008780036121606827,0.00012777252413798124,0.05896710231900215,0.004070878028869629,0.06158135458827019,0.004070878028869629,0.0028378593269735575,0.03798414021730423,0.0028378593269735575,0.00010756198025774211,0.008050966076552868,0.00010756199480965734
8,0.058555908501148224,0.0025599279906600714,0.04020976647734642,0.0025599279906600714,0.004527518525719643,0.04939073324203491,0.004527518525719643,0.00017498194938525558,0.010380594991147518,0.0001749819639371708,0.05974205210804939,0.0020876864437013865,0.03781523555517197,0.0020876864437013865,0.00676448829472065,0.06196465343236923,0.00676448829472065,0.0002594117831904441,0.012877095490694046,0.00025941181229427457
9,0.05541079118847847,0.0017424884717911482,0.034184180200099945,0.0017424884717911482,0.0035495974589139223,0.04290887713432312,0.0035495974589139223,0.00013270418276079,0.008995088748633862,0.00013270418276079,0.053968366235494614,0.001530949492007494,0.035651374608278275,0.001530949492007494,0.003005030332133174,0.039266664534807205,0.003005030332133174,0.00011094041838077828,0.008226259611546993,0.00011094041838077828
