epoch,loss,output_1_loss,output_1_mean_absolute_error,output_1_mean_squared_error,output_2_loss,output_2_mean_absolute_error,output_2_mean_squared_error,output_3_loss,output_3_mean_absolute_error,output_3_mean_squared_error
0,0.00815017893910408,0.00029369010007940233,0.012566190212965012,0.00029369010007940233,0.001105654751881957,0.025737149640917778,0.001105654751881957,7.73610154283233e-05,0.0068202815018594265,7.736102270428091e-05
1,0.00844351202249527,0.0008732251008041203,0.014545983634889126,0.0008732251008041203,0.000996057060547173,0.024116184562444687,0.000996057060547173,6.976410077186301e-05,0.006396525539457798,6.976410804782063e-05
2,0.008816677145659924,0.0014352059224620461,0.016309164464473724,0.0014352059224620461,0.0009640027419663966,0.023395856842398643,0.0009640027419663966,6.783496792195365e-05,0.0062169781886041164,6.783496792195365e-05
3,0.0090695945546031,0.0018049028003588319,0.02064218372106552,0.0018049028003588319,0.0009895683033391833,0.02335801161825657,0.0009895683033391833,7.086790719768032e-05,0.006246352568268776,7.086790719768032e-05
4,0.009326913394033909,0.0021180780604481697,0.02270076982676983,0.0021180780604481697,0.0010108508868142962,0.02350548282265663,0.0010108508868142962,7.333167013712227e-05,0.006319751497358084,7.333167013712227e-05
5,0.009250807575881481,0.0022381090093404055,0.029885591939091682,0.0022381090093404055,0.0009867220651358366,0.023318856954574585,0.0009867220651358366,7.126745913410559e-05,0.006300515495240688,7.126745185814798e-05
6,0.00748842628672719,0.0006923117907717824,0.01887325756251812,0.0006923117907717824,0.0008685332722961903,0.02195005677640438,0.0008685332722961903,5.927079837420024e-05,0.005848513916134834,5.927080201217905e-05
7,0.010070334188640118,0.003096864093095064,0.026530640199780464,0.003096864093095064,0.0010739514837041497,0.02333143725991249,0.0010739514837041497,7.65670120017603e-05,0.006266805808991194,7.65670120017603e-05
8,0.007157602813094854,0.0004898749757558107,0.016054080799221992,0.0004898749757558107,0.0008641924359835684,0.02161397412419319,0.0008641924359835684,5.701048212358728e-05,0.0057076276279985905,5.701048212358728e-05
9,0.00760670704767108,0.0010217780945822597,0.02458932250738144,0.0010217780945822597,0.0008783765370026231,0.021892346441745758,0.0008783765370026231,5.9176934882998466e-05,0.005826702807098627,5.9176934882998466e-05
10,0.00861518457531929,0.001975451596081257,0.02613868936896324,0.001975451596081257,0.0009575454168953001,0.022327253594994545,0.0009575454168953001,6.550423859152943e-05,0.005950205959379673,6.550423859152943e-05
11,0.0070429309271276,0.000582254899200052,0.01742224022746086,0.000582254899200052,0.0008459790260531008,0.021160684525966644,0.0008459790260531008,5.440637323772535e-05,0.0055570825934410095,5.440637323772535e-05
12,0.00740535743534565,0.0009841776918619871,0.023766614496707916,0.0009841776918619871,0.000870626128744334,0.02155640535056591,0.000870626128744334,5.704051363863982e-05,0.005697097163647413,5.704051363863982e-05
