my,phi,v0,v1,v2,v3,v4
0.68,0.251327,0.282095,-0.089093,0.33225,-0.346994,0
0.68,0.376991,0.282095,-0.13188,0.33225,-0.333092,0
0.68,0.502655,0.282095,-0.172588,0.33225,-0.313936,0
0.68,0.628319,0.282095,-0.210574,0.33225,-0.28983,0
0.68,0.753982,0.282095,-0.245239,0.33225,-0.261152,0
0.68,0.879646,0.282095,-0.276036,0.33225,-0.228357,0
0.68,1.00531,0.282095,-0.30248,0.33225,-0.19196,0
0.68,1.13097,0.282095,-0.324154,0.33225,-0.152535,0
0.68,1.25664,0.282095,-0.340715,0.33225,-0.110705,0
0.68,1.3823,0.282095,-0.351904,0.33225,-0.0671292,0
0.68,1.50796,0.282095,-0.357542,0.33225,-0.0224947,0
0.68,1.63363,0.282095,-0.357542,0.33225,0.0224947,-0
0.68,1.75929,0.282095,-0.351904,0.33225,0.0671292,-0
0.68,1.88496,0.282095,-0.340715,0.33225,0.110705,-0
0.68,2.01062,0.282095,-0.324154,0.33225,0.152535,-0
0.68,2.13628,0.282095,-0.30248,0.33225,0.19196,-0
0.68,2.26195,0.282095,-0.276036,0.33225,0.228357,-0
0.68,2.38761,0.282095,-0.245239,0.33225,0.261152,-0
0.68,2.51327,0.282095,-0.210574,0.33225,0.28983,-0
0.68,2.63894,0.282095,-0.172588,0.33225,0.313936,-0
0.68,2.7646,0.282095,-0.13188,0.33225,0.333092,-0
0.68,2.89027,0.282095,-0.089093,0.33225,0.346994,-0
0.68,3.01593,0.282095,-0.0449005,0.33225,0.355424,-0
0.68,3.14159,0.282095,1.15222e-16,0.33225,0.358249,0
0.68,3.26726,0.282095,0.0449005,0.33225,0.355424,0
0.68,3.39292,0.282095,0.089093,0.33225,0.346994,0
0.68,3.51858,0.282095,0.13188,0.33225,0.333092,0
0.68,3.64425,0.282095,0.172588,0.33225,0.313936,0
0.68,3.76991,0.282095,0.210574,0.33225,0.28983,0
0.68,3.89557,0.282095,0.245239,0.33225,0.261152,0
0.68,4.02124,0.282095,0.276036,0.33225,0.228357,0
0.68,4.1469,0.282095,0.30248,0.33225,0.19196,0
0.68,4.27257,0.282095,0.324154,0.33225,0.152535,0
0.68,4.39823,0.282095,0.340715,0.33225,0.110705,0
0.68,4.52389,0.282095,0.351904,0.33225,0.0671292,0
0.68,4.64956,0.282095,0.357542,0.33225,0.0224947,0
0.68,4.77522,0.282095,0.357542,0.33225,-0.0224947,-0
0.68,4.90088,0.282095,0.351904,0.33225,-0.0671292,-0
0.68,5.02655,0.282095,0.340715,0.33225,-0.110705,-0
0.68,5.15221,0.282095,0.324154,0.33225,-0.152535,-0
0.68,5.27788,0.282095,0.30248,0.33225,-0.19196,-0
0.68,5.40354,0.282095,0.276036,0.33225,-0.228357,-0
0.68,5.5292,0.282095,0.245239,0.33225,-0.261152,-0
0.68,5.65487,0.282095,0.210574,0.33225,-0.28983,-0
0.68,5.78053,0.282095,0.172588,0.33225,-0.313936,-0
0.68,5.90619,0.282095,0.13188,0.33225,-0.333092,-0
0.68,6.03186,0.282095,0.089093,0.33225,-0.346994,-0
0.68,6.15752,0.282095,0.0449005,0.33225,-0.355424,-0
0.72,0,0.282095,-0,0.351794,-0.339077,0
0.72,0.125664,0.282095,-0.0424977,0.351794,-0.336404,0
0.72,0.251327,0.282095,-0.0843251,0.351794,-0.328425,0
0.72,0.376991,0.282095,-0.124823,0.351794,-0.315266,0
0.72,0.502655,0.282095,-0.163352,0.351794,-0.297136,0
0.72,0.628319,0.282095,-0.199305,0.351794,-0.274319,0
0.72,0.753982,0.282095,-0.232115,0.351794,-0.247177,0
0.72,0.879646,0.282095,-0.261264,0.351794,-0.216136,0
0.72,1.00531,0.282095,-0.286293,0.351794,-0.181687,0
0.72,1.13097,0.282095,-0.306806,0.351794,-0.144372,0
0.72,1.25664,0.282095,-0.322482,0.351794,-0.104781,0
0.72,1.3823,0.282095,-0.333071,0.351794,-0.0635368,0
0.72,1.50796,0.282095,-0.338408,0.351794,-0.0212909,0
0.72,1.63363,0.282095,-0.338408,0.351794,0.0212909,-0
0.72,1.75929,0.282095,-0.333071,0.351794,0.0635368,-0
0.72,1.88496,0.282095,-0.322482,0.351794,0.104781,-0
0.72,2.01062,0.282095,-0.306806,0.351794,0.144372,-0
0.72,2.13628,0.282095,-0.286293,0.351794,0.181687,-0
0.72,2.26195,0.282095,-0.261264,0.351794,0.216136,-0
0.72,2.38761,0.282095,-0.232115,0.351794,0.247177,-0
0.72,2.51327,0.282095,-0.199305,0.351794,0.274319,-0
0.72,2.63894,0.282095,-0.163352,0.351794,0.297136,-0
0.72,2.7646,0.282095,-0.124823,0.351794,0.315266,-0
0.72,2.89027,0.282095,-0.0843251,0.351794,0.328425,-0
0.72,3.01593,0.282095,-0.0424977,0.351794,0.336404,-0
0.72,3.14159,0.282095,1.09056e-16,0.351794,0.339077,0
0.72,3.26726,0.282095,0.0424977,0.351794,0.336404,0
0.72,3.39292,0.282095,0.0843251,0.351794,0.328425,0
0.72,3.51858,0.282095,0.124823,0.351794,0.315266,0
0.72,3.64425,0.282095,0.163352,0.351794,0.297136,0
0.72,3.76991,0.282095,0.199305,0.351794,0.274319,0
0.72,3.89557,0.282095,0.232115,0.351794,0.247177,0
0.72,4.02124,0.282095,0.261264,0.351794,0.216136,0
0.72,4.1469,0.282095,0.286293,0.351794,0.181687,0
0.72,4.27257,0.282095,0.306806,0.351794,0.144372,0
0.72,4.39823,0.282095,0.322482,0.351794,0.104781,0
0.72,4.52389,0.282095,0.333071,0.351794,0.0635368,0
0.72,4.64956,0.282095,0.338408,0.351794,0.0212909,0
0.72,4.77522,0.282095,0.338408,0.351794,-0.0212909,-0
0.72,4.90088,0.282095,0.333071,0.351794,-0.0635368,-0
0.72,5.02655,0.282095,0.322482,0.351794,-0.104781,-0
0.72,5.15221,0.282095,0.306806,0.351794,-0.144372,-0
0.72,5.27788,0.282095,0.286293,0.351794,-0.181687,-0
0.72,5.40354,0.282095,0.261264,0.351794,-0.216136,-0
0.72,5.5292,0.282095,0.232115,0.351794,-0.247177,-0
0.72,5.65487,0.282095,0.199305,0.351794,-0.274319,-0
0.72,5.78053,0.282095,0.163352,0.351794,-0.297136,-0
0.72,5.90619,0.282095,0.124823,0.351794,-0.315266,-0
0.72,6.03186,0.282095,0.0843251,0.351794,-0.328425,-0
0.72,6.15752,0.282095,0.0424977,0.351794,-0.336404,-0
0.76,0,0.282095,-0,0.371338,-0.317554,0
0.76,0.125664,0.282095,-0.0398001,0.371338,-0.31505,0
0.76,0.251327,0.282095,-0.0789725,0.371338,-0.307578,0
0.76,0.376991,0.282095,-0.116899,0.371338,-0.295254,0
0.76,0.502655,0.282095,-0.152983,0.371338,-0.278275,0
0.76,0.628319,0.282095,-0.186654,0.371338,-0.256907,0
0.76,0.753982,0.282095,-0.217381,0.371338,-0.231487,0
0.76,0.879646,0.282095,-0.24468,0.371338,-0.202417,0
0.76,1.00531,0.282095,-0.26812,0.371338,-0.170154,0
0.76,1.13097,0.282095,-0.287331,0.371338,-0.135208,0
0.76,1.25664,0.282095,-0.302012,0.371338,-0.0981296,0
0.76,1.3823,0.282095,-0.311929,0.371338,-0.0595037,0
0.76,1.50796,0.282095,-0.316927,0.371338,-0.0199394,0
0.76,1.63363,0.282095,-0.316927,0.371338,0.0199394,-0
0.76,1.75929,0.282095,-0.311929,0.371338,0.0595037,-0
0.76,1.88496,0.282095,-0.302012,0.371338,0.0981296,-0
0.76,2.01062,0.282095,-0.287331,0.371338,0.135208,-0
0.76,2.13628,0.282095,-0.26812,0.371338,0.170154,-0
0.76,2.26195,0.282095,-0.24468,0.371338,0.202417,-0
0.76,2.38761,0.282095,-0.217381,0.371338,0.231487,-0
0.76,2.51327,0.282095,-0.186654,0.371338,0.256907,-0
0.76,2.63894,0.282095,-0.152983,0.371338,0.278275,-0
0.76,2.7646,0.282095,-0.116899,0.371338,0.295254,-0
0.76,2.89027,0.282095,-0.0789725,0.371338,0.307578,-0
0.76,3.01593,0.282095,-0.0398001,0.371338,0.31505,-0
0.76,3.14159,0.282095,1.02133e-16,0.371338,0.317554,0
0.76,3.26726,0.282095,0.0398001,0.371338,0.31505,0
0.76,3.39292,0.282095,0.0789725,0.371338,0.307578,0
0.76,3.51858,0.282095,0.116899,0.371338,0.295254,0
0.76,3.64425,0.282095,0.152983,0.371338,0.278275,0
0.76,3.76991,0.282095,0.186654,0.371338,0.256907,0
0.76,3.89557,0.282095,0.217381,0.371338,0.231487,0
0.76,4.02124,0.282095,0.24468,0.371338,0.202417,0
0.76,4.1469,0.282095,0.26812,0.371338,0.170154,0
0.76,4.27257,0.282095,0.287331,0.371338,0.135208,0
0.76,4.39823,0.282095,0.302012,0.371338,0.0981296,0
0.76,4.52389,0.282095,0.311929,0.371338,0.0595037,0
0.76,4.64956,0.282095,0.316927,0.371338,0.0199394,0
0.76,4.77522,0.282095,0.316927,0.371338,-0.0199394,-0
0.76,4.90088,0.282095,0.311929,0.371338,-0.0595037,-0
0.76,5.02655,0.282095,0.302012,0.371338,-0.0981296,-0
0.76,5.15221,0.282095,0.287331,0.371338,-0.135208,-0
0.76,5.27788,0.282095,0.26812,0.371338,-0.170154,-0
0.76,5.40354,0.282095,0.24468,0.371338,-0.202417,-0
0.76,5.5292,0.282095,0.217381,0.371338,-0.231487,-0
0.76,5.65487,0.282095,0.186654,0.371338,-0.256907,-0
0.76,5.78053,0.282095,0.152983,0.371338,-0.278275,-0
0.76,5.90619,0.282095,0.116899,0.371338,-0.295254,-0
0.76,6.03186,0.282095,0.0789725,0.371338,-0.307578,-0
0.76,6.15752,0.282095,0.0398001,0.371338,-0.31505,-0
0.8,0,0.282095,-0,0.390882,-0.293162,0
0.8,0.125664,0.282095,-0.0367429,0.390882,-0.29085,0
0.8,0.251327,0.282095,-0.0729063,0.390882,-0.283951,0
0.8,0.376991,0.282095,-0.10792,0.390882,-0.272575,0
0.8,0.502655,0.282095,-0.141232,0.390882,-0.256899,0
0.8,0.628319,0.282095,-0.172316,0.390882,-0.237173,0
0.8,0.753982,0.282095,-0.200683,0.390882,-0.213706,0
0.8,0.879646,0.282095,-0.225885,0.390882,-0.186868,0
0.8,1.00531,0.282095,-0.247524,0.390882,-0.157084,0
0.8,1.13097,0.282095,-0.26526,0.390882,-0.124822,0
0.8,1.25664,0.282095,-0.278813,0.390882,-0.0905919,0
0.8,1.3823,0.282095,-0.287969,0.390882,-0.054933,0
0.8,1.50796,0.282095,-0.292583,0.390882,-0.0184078,0
0.8,1.63363,0.282095,-0.292583,0.390882,0.0184078,-0
0.8,1.75929,0.282095,-0.287969,0.390882,0.054933,-0
0.8,1.88496,0.282095,-0.278813,0.390882,0.0905919,-0
0.8,2.01062,0.282095,-0.26526,0.390882,0.124822,-0
0.8,2.13628,0.282095,-0.247524,0.390882,0.157084,-0
0.8,2.26195,0.282095,-0.225885,0.390882,0.186868,-0
0.8,2.38761,0.282095,-0.200683,0.390882,0.213706,-0
0.8,2.51327,0.282095,-0.172316,0.390882,0.237173,-0
0.8,2.63894,0.282095,-0.141232,0.390882,0.256899,-0
0.8,2.7646,0.282095,-0.10792,0.390882,0.272575,-0
0.8,2.89027,0.282095,-0.0729063,0.390882,0.283951,-0
0.8,3.01593,0.282095,-0.0367429,0.390882,0.29085,-0
0.8,3.14159,0.282095,9.42879e-17,0.390882,0.293162,0
0.8,3.26726,0.282095,0.0367429,0.390882,0.29085,0
0.8,3.39292,0.282095,0.0729063,0.390882,0.283951,0
0.8,3.51858,0.282095,0.10792,0.390882,0.272575,0
0.8,3.64425,0.282095,0.141232,0.390882,0.256899,0
0.8,3.76991,0.282095,0.172316,0.390882,0.237173,0
0.8,3.89557,0.282095,0.200683,0.390882,0.213706,0
0.8,4.02124,0.282095,0.225885,0.390882,0.186868,0
0.8,4.1469,0.282095,0.247524,0.390882,0.157084,0
0.8,4.27257,0.282095,0.26526,0.390882,0.124822,0
0.8,4.39823,0.282095,0.278813,0.390882,0.0905919,0
0.8,4.52389,0.282095,0.287969,0.390882,0.054933,0
0.8,4.64956,0.282095,0.292583,0.390882,0.0184078,0
0.8,4.77522,0.282095,0.292583,0.390882,-0.0184078,-0
0.8,4.90088,0.282095,0.287969,0.390882,-0.054933,-0
0.8,5.02655,0.282095,0.278813,0.390882,-0.0905919,-0
0.8,5.15221,0.282095,0.26526,0.390882,-0.124822,-0
0.8,5.27788,0.282095,0.247524,0.390882,-0.157084,-0
0.8,5.40354,0.282095,0.225885,0.390882,-0.186868,-0
0.8,5.5292,0.282095,0.200683,0.390882,-0.213706,-0
0.8,5.65487,0.282095,0.172316,0.390882,-0.237173,-0
0.8,5.78053,0.282095,0.141232,0.390882,-0.256899,-0
0.8,5.90619,0.282095,0.10792,0.390882,-0.272575,-0
0.8,6.03186,0.282095,0.0729063,0.390882,-0.283951,-0
0.8,6.15752,0.282095,0.0367429,0.390882,-0.29085,-0
0.84,0,0.282095,-0,0.410426,-0.265109,0
0.84,0.125664,0.282095,-0.033227,0.410426,-0.263019,0
0.84,0.251327,0.282095,-0.0659299,0.410426,-0.25678,0
0.84,0.376991,0.282095,-0.0975932,0.410426,-0.246492,0
0.84,0.502655,0.282095,-0.127717,0.410426,-0.232317,0
0.84,0.628319,0.282095,-0.155827,0.410426,-0.214478,0
0.84,0.753982,0.282095,-0.18148,0.410426,-0.193256,0
0.84,0.879646,0.282095,-0.20427,0.410426,-0.168987,0
0.84,1.00531,0.282095,-0.223839,0.410426,-0.142053,0
0.84,1.13097,0.282095,-0.239878,0.410426,-0.112878,0
0.84,1.25664,0.282095,-0.252134,0.410426,-0.0819232,0
0.84,1.3823,0.282095,-0.260413,0.410426,-0.0496765,0
0.84,1.50796,0.282095,-0.264586,0.410426,-0.0166463,0
0.84,1.63363,0.282095,-0.264586,0.410426,0.0166463,-0
0.84,1.75929,0.282095,-0.260413,0.410426,0.0496765,-0
0.84,1.88496,0.282095,-0.252134,0.410426,0.0819232,-0
0.84,2.01062,0.282095,-0.239878,0.410426,0.112878,-0
0.84,2.13628,0.282095,-0.223839,0.410426,0.142053,-0
0.84,2.26195,0.282095,-0.20427,0.410426,0.168987,-0
0.84,2.38761,0.282095,-0.18148,0.410426,0.193256,-0
0.84,2.51327,0.282095,-0.155827,0.410426,0.214478,-0
0.84,2.63894,0.282095,-0.127717,0.410426,0.232317,-0
0.84,2.7646,0.282095,-0.0975932,0.410426,0.246492,-0
0.84,2.89027,0.282095,-0.0659299,0.410426,0.25678,-0
0.84,3.01593,0.282095,-0.033227,0.410426,0.263019,-0
0.84,3.14159,0.282095,8.52656e-17,0.410426,0.265109,0
0.84,3.26726,0.282095,0.033227,0.410426,0.263019,0
0.84,3.39292,0.282095,0.0659299,0.410426,0.25678,0
0.84,3.51858,0.282095,0.0975932,0.410426,0.246492,0
0.84,3.64425,0.282095,0.127717,0.410426,0.232317,0
0.84,3.76991,0.282095,0.155827,0.410426,0.214478,0
0.84,3.89557,0.282095,0.18148,0.410426,0.193256,0
0.84,4.02124,0.282095,0.20427,0.410426,0.168987,0
0.84,4.1469,0.282095,0.223839,0.410426,0.142053,0
0.84,4.27257,0.282095,0.239878,0.410426,0.112878,0
0.84,4.39823,0.282095,0.252134,0.410426,0.0819232,0
0.84,4.52389,0.282095,0.260413,0.410426,0.0496765,0
0.84,4.64956,0.282095,0.264586,0.410426,0.0166463,0
0.84,4.77522,0.282095,0.264586,0.410426,-0.0166463,-0
0.84,4.90088,0.282095,0.260413,0.410426,-0.0496765,-0
0.84,5.02655,0.282095,0.252134,0.410426,-0.0819232,-0
0.84,5.15221,0.282095,0.239878,0.410426,-0.112878,-0
0.84,5.27788,0.282095,0.223839,0.410426,-0.142053,-0
0.84,5.40354,0.282095,0.20427,0.410426,-0.168987,-0
0.84,5.5292,0.282095,0.18148,0.410426,-0.193256,-0
0.84,5.65487,0.282095,0.155827,0.410426,-0.214478,-0
0.84,5.78053,0.282095,0.127717,0.410426,-0.232317,-0
0.84,5.90619,0.282095,0.0975932,0.410426,-0.246492,-0
0.84,6.03186,0.282095,0.0659299,0.410426,-0.25678,-0
0.84,6.15752,0.282095,0.033227,0.410426,-0.263019,-0
0.88,0,0.282095,-0,0.42997,-0.232073,0
0.88,0.125664,0.282095,-0.0290865,0.42997,-0.230243,0
0.88,0.251327,0.282095,-0.0577143,0.42997,-0.224782,0
0.88,0.376991,0.282095,-0.0854319,0.42997,-0.215776,0
0.88,0.502655,0.282095,-0.111802,0.42997,-0.203367,0
0.88,0.628319,0.282095,-0.136409,0.42997,-0.187751,0
0.88,0.753982,0.282095,-0.158865,0.42997,-0.169174,0
0.88,0.879646,0.282095,-0.178816,0.42997,-0.147929,0
0.88,1.00531,0.282095,-0.195946,0.42997,-0.124351,0
0.88,1.13097,0.282095,-0.209986,0.42997,-0.098812,0
0.88,1.25664,0.282095,-0.220715,0.42997,-0.0717146,0
0.88,1.3823,0.282095,-0.227963,0.42997,-0.0434862,0
0.88,1.50796,0.282095,-0.231615,0.42997,-0.014572,0
0.88,1.63363,0.282095,-0.231615,0.42997,0.014572,-0
0.88,1.75929,0.282095,-0.227963,0.42997,0.0434862,-0
0.88,1.88496,0.282095,-0.220715,0.42997,0.0717146,-0
0.88,2.01062,0.282095,-0.209986,0.42997,0.098812,-0
0.88,2.13628,0.282095,-0.195946,0.42997,0.124351,-0
0.88,2.26195,0.282095,-0.178816,0.42997,0.147929,-0
0.88,2.38761,0.282095,-0.158865,0.42997,0.169174,-0
0.88,2.51327,0.282095,-0.136409,0.42997,0.187751,-0
0.88,2.63894,0.282095,-0.111802,0.42997,0.203367,-0
0.88,2.7646,0.282095,-0.0854319,0.42997,0.215776,-0
0.88,2.89027,0.282095,-0.0577143,0.42997,0.224782,-0
0.88,3.01593,0.282095,-0.0290865,0.42997,0.230243,-0
0.88,3.14159,0.282095,7.46405e-17,0.42997,0.232073,0
0.88,3.26726,0.282095,0.0290865,0.42997,0.230243,0
0.88,3.39292,0.282095,0.0577143,0.42997,0.224782,0
0.88,3.51858,0.282095,0.0854319,0.42997,0.215776,0
0.88,3.64425,0.282095,0.111802,0.42997,0.203367,0
0.88,3.76991,0.282095,0.136409,0.42997,0.187751,0
0.88,3.89557,0.282095,0.158865,0.42997,0.169174,0
0.88,4.02124,0.282095,0.178816,0.42997,0.147929,0
0.88,4.1469,0.282095,0.195946,0.42997,0.124351,0
0.88,4.27257,0.282095,0.209986,0.42997,0.098812,0
0.88,4.39823,0.282095,0.220715,0.42997,0.0717146,0
0.88,4.52389,0.282095,0.227963,0.42997,0.0434862,0
0.88,4.64956,0.282095,0.231615,0.42997,0.014572,0
0.88,4.77522,0.282095,0.231615,0.42997,-0.014572,-0
0.88,4.90088,0.282095,0.227963,0.42997,-0.0434862,-0
0.88,5.02655,0.282095,0.220715,0.42997,-0.0717146,-0
0.88,5.15221,0.282095,0.209986,0.42997,-0.098812,-0
0.88,5.27788,0.282095,0.195946,0.42997,-0.124351,-0
0.88,5.40354,0.282095,0.178816,0.42997,-0.147929,-0
0.88,5.5292,0.282095,0.158865,0.42997,-0.169174,-0
0.88,5.65487,0.282095,0.136409,0.42997,-0.187751,-0
0.88,5.78053,0.282095,0.111802,0.42997,-0.203367,-0
0.88,5.90619,0.282095,0.0854319,0.42997,-0.215776,-0
0.88,6.03186,0.282095,0.0577143,0.42997,-0.224782,-0
0.88,6.15752,0.282095,0.0290865,0.42997,-0.230243,-0
0.92,0,0.282095,-0,0.449514,-0.191492,0
0.92,0.125664,0.282095,-0.0240003,0.449514,-0.189982,0
0.92,0.251327,0.282095,-0.0476222,0.449514,-0.185476,0
0.92,0.376991,0.282095,-0.070493,0.449514,-0.178045,0
0.92,0.502655,0.282095,-0.0922521,0.449514,-0.167806,0
0.92,0.628319,0.282095,-0.112556,0.449514,-0.154921,0
0.92,0.753982,0.282095,-0.131085,0.449514,-0.139592,0
0.92,0.879646,0.282095,-0.147547,0.449514,-0.122062,0
0.92,1.00531,0.282095,-0.161682,0.449514,-0.102607,0
0.92,1.13097,0.282095,-0.173267,0.449514,-0.0815335,0
0.92,1.25664,0.282095,-0.18212,0.449514,-0.0591744,0
0.92,1.3823,0.282095,-0.1881,0.449514,-0.0358821,0
0.92,1.50796,0.282095,-0.191114,0.449514,-0.0120239,0
0.92,1.63363,0.282095,-0.191114,0.449514,0.0120239,-0
0.92,1.75929,0.282095,-0.1881,0.449514,0.0358821,-0
0.92,1.88496,0.282095,-0.18212,0.449514,0.0591744,-0
0.92,2.01062,0.282095,-0.173267,0.449514,0.0815335,-0
0.92,2.13628,0.282095,-0.161682,0.449514,0.102607,-0
0.92,2.26195,0.282095,-0.147547,0.449514,0.122062,-0
0.92,2.38761,0.282095,-0.131085,0.449514,0.139592,-0
0.92,2.51327,0.282095,-0.112556,0.449514,0.154921,-0
0.92,2.63894,0.282095,-0.0922521,0.449514,0.167806,-0
0.92,2.7646,0.282095,-0.070493,0.449514,0.178045,-0
0.92,2.89027,0.282095,-0.0476222,0.449514,0.185476,-0
0.92,3.01593,0.282095,-0.0240003,0.449514,0.189982,-0
0.92,3.14159,0.282095,6.15886e-17,0.449514,0.191492,0
0.92,3.26726,0.282095,0.0240003,0.449514,0.189982,0
0.92,3.39292,0.282095,0.0476222,0.449514,0.185476,0
0.92,3.51858,0.282095,0.070493,0.449514,0.178045,0
0.92,3.64425,0.282095,0.0922521,0.449514,0.167806,0
0.92,3.76991,0.282095,0.112556,0.449514,0.154921,0
0.92,3.89557,0.282095,0.131085,0.449514,0.139592,0
0.92,4.02124,0.282095,0.147547,0.449514,0.122062,0
0.92,4.1469,0.282095,0.161682,0.449514,0.102607,0
0.92,4.27257,0.282095,0.173267,0.449514,0.0815335,0
0.92,4.39823,0.282095,0.18212,0.449514,0.0591744,0
0.92,4.52389,0.282095,0.1881,0.449514,0.0358821,0
0.92,4.64956,0.282095,0.191114,0.449514,0.0120239,0
0.92,4.77522,0.282095,0.191114,0.449514,-0.0120239,-0
0.92,4.90088,0.282095,0.1881,0.449514,-0.0358821,-0
0.92,5.02655,0.282095,0.18212,0.449514,-0.0591744,-0
0.92,5.15221,0.282095,0.173267,0.449514,-0.0815335,-0
0.92,5.27788,0.282095,0.161682,0.449514,-0.102607,-0
0.92,5.40354,0.282095,0.147547,0.449514,-0.122062,-0
0.92,5.5292,0.282095,0.131085,0.449514,-0.139592,-0
0.92,5.65487,0.282095,0.112556,0.449514,-0.154921,-0
0.92,5.78053,0.282095,0.0922521,0.449514,-0.167806,-0
0.92,5.90619,0.282095,0.070493,0.449514,-0.178045,-0
0.92,6.03186,0.282095,0.0476222,0.449514,-0.185476,-0
0.92,6.15752,0.282095,0.0240003,0.449514,-0.189982,-0
0.96,0,0.282095,-0,0.469058,-0.136809,0
0.96,0.125664,0.282095,-0.0171467,0.469058,-0.13573,0
0.96,0.251327,0.282095,-0.0340229,0.469058,-0.132511,0
0.96,0.376991,0.282095,-0.0503626,0.469058,-0.127202,0
0.96,0.502655,0.282095,-0.0659081,0.469058,-0.119886,0
0.96,0.628319,0.282095,-0.0804141,0.469058,-0.110681,0
0.96,0.753982,0.282095,-0.093652,0.469058,-0.0997293,0
0.96,0.879646,0.282095,-0.105413,0.469058,-0.0872051,0
0.96,1.00531,0.282095,-0.115511,0.469058,-0.0733058,0
0.96,1.13097,0.282095,-0.123788,0.469058,-0.0582503,0
0.96,1.25664,0.282095,-0.130113,0.469058,-0.0422762,0
0.96,1.3823,0.282095,-0.134385,0.469058,-0.0256354,0
0.96,1.50796,0.282095,-0.136539,0.469058,-0.00859029,0
0.96,1.63363,0.282095,-0.136539,0.469058,0.00859029,-0
0.96,1.75929,0.282095,-0.134385,0.469058,0.0256354,-0
0.96,1.88496,0.282095,-0.130113,0.469058,0.0422762,-0
0.96,2.01062,0.282095,-0.123788,0.469058,0.0582503,-0
0.96,2.13628,0.282095,-0.115511,0.469058,0.0733058,-0
0.96,2.26195,0.282095,-0.105413,0.469058,0.0872051,-0
0.96,2.38761,0.282095,-0.093652,0.469058,0.0997293,-0
0.96,2.51327,0.282095,-0.0804141,0.469058,0.110681,-0
0.96,2.63894,0.282095,-0.0659081,0.469058,0.119886,-0
0.96,2.7646,0.282095,-0.0503626,0.469058,0.127202,-0
0.96,2.89027,0.282095,-0.0340229,0.469058,0.132511,-0
0.96,3.01593,0.282095,-0.0171467,0.469058,0.13573,-0
0.96,3.14159,0.282095,4.4001e-17,0.469058,0.136809,0
0.96,3.26726,0.282095,0.0171467,0.469058,0.13573,0
0.96,3.39292,0.282095,0.0340229,0.469058,0.132511,0
0.96,3.51858,0.282095,0.0503626,0.469058,0.127202,0
0.96,3.64425,0.282095,0.0659081,0.469058,0.119886,0
0.96,3.76991,0.282095,0.0804141,0.469058,0.110681,0
0.96,3.89557,0.282095,0.093652,0.469058,0.0997293,0
0.96,4.02124,0.282095,0.105413,0.469058,0.0872051,0
0.96,4.1469,0.282095,0.115511,0.469058,0.0733058,0
0.96,4.27257,0.282095,0.123788,0.469058,0.0582503,0
0.96,4.39823,0.282095,0.130113,0.469058,0.0422762,0
0.96,4.52389,0.282095,0.134385,0.469058,0.0256354,0
0.96,4.64956,0.282095,0.136539,0.469058,0.00859029,0
0.96,4.77522,0.282095,0.136539,0.469058,-0.00859029,-0
0.96,4.90088,0.282095,0.134385,0.469058,-0.0256354,-0
0.96,5.02655,0.282095,0.130113,0.469058,-0.0422762,-0
0.96,5.15221,0.282095,0.123788,0.469058,-0.0582503,-0
0.96,5.27788,0.282095,0.115511,0.469058,-0.0733058,-0
0.96,5.40354,0.282095,0.105413,0.469058,-0.0872051,-0
0.96,5.5292,0.282095,0.093652,0.469058,-0.0997293,-0
0.96,5.65487,0.282095,0.0804141,0.469058,-0.110681,-0
0.96,5.78053,0.282095,0.0659081,0.469058,-0.119886,-0
0.96,5.90619,0.282095,0.0503626,0.469058,-0.127202,-0
0.96,6.03186,0.282095,0.0340229,0.469058,-0.132511,-0
0.96,6.15752,0.282095,0.0171467,0.469058,-0.13573,-0
1,0,0.282095,-0,0.488603,-0,0
1,0.125664,0.282095,-0,0.488603,-0,0
1,0.251327,0.282095,-0,0.488603,-0,0
1,0.376991,0.282095,-0,0.488603,-0,0
1,0.502655,0.282095,-0,0.488603,-0,0
1,0.628319,0.282095,-0,0.488603,-0,0
1,0.753982,0.282095,-0,0.488603,-0,0
1,0.879646,0.282095,-0,0.488603,-0,0
1,1.00531,0.282095,-0,0.488603,-0,0
1,1.13097,0.282095,-0,0.488603,-0,0
1,1.25664,0.282095,-0,0.488603,-0,0
1,1.3823,0.282095,-0,0.488603,-0,0
1,1.50796,0.282095,-0,0.488603,-0,0
1,1.63363,0.282095,-0,0.488603,0,-0
1,1.75929,0.282095,-0,0.488603,0,-0
1,1.88496,0.282095,-0,0.488603,0,-0
1,2.01062,0.282095,-0,0.488603,0,-0
1,2.13628,0.282095,-0,0.488603,0,-0
1,2.26195,0.282095,-0,0.488603,0,-0
1,2.38761,0.282095,-0,0.488603,0,-0
1,2.51327,0.282095,-0,0.488603,0,-0
1,2.63894,0.282095,-0,0.488603,0,-0
1,2.7646,0.282095,-0,0.488603,0,-0
1,2.89027,0.282095,-0,0.488603,0,-0
1,3.01593,0.282095,-0,0.488603,0,-0
1,3.14159,0.282095,0,0.488603,0,0
1,3.26726,0.282095,0,0.488603,0,0
1,3.39292,0.282095,0,0.488603,0,0
1,3.51858,0.282095,0,0.488603,0,0
1,3.64425,0.282095,0,0.488603,0,0
1,3.76991,0.282095,0,0.488603,0,0
1,3.89557,0.282095,0,0.488603,0,0
1,4.02124,0.282095,0,0.488603,0,0
1,4.1469,0.282095,0,0.488603,0,0
1,4.27257,0.282095,0,0.488603,0,0
1,4.39823,0.282095,0,0.488603,0,0
