my,phi,v0,v1,v2,v3,v4
0.32,3.01593,0.282095,-0.0580181,0.156353,0.45926,-0
0.32,3.14159,0.282095,1.48883e-16,0.156353,0.462911,0
0.32,3.26726,0.282095,0.0580181,0.156353,0.45926,0
0.32,3.39292,0.282095,0.115121,0.156353,0.448367,0
0.32,3.51858,0.282095,0.170409,0.156353,0.430403,0
0.32,3.64425,0.282095,0.223009,0.156353,0.405652,0
0.32,3.76991,0.282095,0.272092,0.156353,0.374503,0
0.32,3.89557,0.282095,0.316884,0.156353,0.337447,0
0.32,4.02124,0.282095,0.356679,0.156353,0.29507,0
0.32,4.1469,0.282095,0.390848,0.156353,0.24804,0
0.32,4.27257,0.282095,0.418854,0.156353,0.197098,0
0.32,4.39823,0.282095,0.440254,0.156353,0.143047,0
0.32,4.52389,0.282095,0.454711,0.156353,0.0867408,0
0.32,4.64956,0.282095,0.461997,0.156353,0.0290664,0
0.32,4.77522,0.282095,0.461997,0.156353,-0.0290664,-0
0.32,4.90088,0.282095,0.454711,0.156353,-0.0867408,-0
0.32,5.02655,0.282095,0.440254,0.156353,-0.143047,-0
0.32,5.15221,0.282095,0.418854,0.156353,-0.197098,-0
0.32,5.27788,0.282095,0.390848,0.156353,-0.24804,-0
0.32,5.40354,0.282095,0.356679,0.156353,-0.29507,-0
0.32,5.5292,0.282095,0.316884,0.156353,-0.337447,-0
0.32,5.65487,0.282095,0.272092,0.156353,-0.374503,-0
0.32,5.78053,0.282095,0.223009,0.156353,-0.405652,-0
0.32,5.90619,0.282095,0.170409,0.156353,-0.430403,-0
0.32,6.03186,0.282095,0.115121,0.156353,-0.448367,-0
0.32,6.15752,0.282095,0.0580181,0.156353,-0.45926,-0
0.36,0,0.282095,-0,0.175897,-0.455843,0
0.36,0.125664,0.282095,-0.0571323,0.175897,-0.452248,0
0.36,0.251327,0.282095,-0.113364,0.175897,-0.441522,0
0.36,0.376991,0.282095,-0.167807,0.175897,-0.423832,0
0.36,0.502655,0.282095,-0.219604,0.175897,-0.399458,0
0.36,0.628319,0.282095,-0.267938,0.175897,-0.368785,0
0.36,0.753982,0.282095,-0.312046,0.175897,-0.332295,0
0.36,0.879646,0.282095,-0.351233,0.175897,-0.290565,0
0.36,1.00531,0.282095,-0.384881,0.175897,-0.244253,0
0.36,1.13097,0.282095,-0.412459,0.175897,-0.194088,0
0.36,1.25664,0.282095,-0.433532,0.175897,-0.140863,0
0.36,1.3823,0.282095,-0.447769,0.175897,-0.0854164,0
0.36,1.50796,0.282095,-0.454943,0.175897,-0.0286226,0
0.36,1.63363,0.282095,-0.454943,0.175897,0.0286226,-0
0.36,1.75929,0.282095,-0.447769,0.175897,0.0854164,-0
0.36,1.88496,0.282095,-0.433532,0.175897,0.140863,-0
0.36,2.01062,0.282095,-0.412459,0.175897,0.194088,-0
0.36,2.13628,0.282095,-0.384881,0.175897,0.244253,-0
0.36,2.26195,0.282095,-0.351233,0.175897,0.290565,-0
0.36,2.38761,0.282095,-0.312046,0.175897,0.332295,-0
0.36,2.51327,0.282095,-0.267938,0.175897,0.368785,-0
0.36,2.63894,0.282095,-0.219604,0.175897,0.399458,-0
0.36,2.7646,0.282095,-0.167807,0.175897,0.423832,-0
0.36,2.89027,0.282095,-0.113364,0.175897,0.441522,-0
0.36,3.01593,0.282095,-0.0571323,0.175897,0.452248,-0
0.36,3.14159,0.282095,1.4661e-16,0.175897,0.455843,0
0.36,3.26726,0.282095,0.0571323,0.175897,0.452248,0
0.36,3.39292,0.282095,0.113364,0.175897,0.441522,0
0.36,3.51858,0.282095,0.167807,0.175897,0.423832,0
0.36,3.64425,0.282095,0.219604,0.175897,0.399458,0
0.36,3.76991,0.282095,0.267938,0.175897,0.368785,0
0.36,3.89557,0.282095,0.312046,0.175897,0.332295,0
0.36,4.02124,0.282095,0.351233,0.175897,0.290565,0
0.36,4.1469,0.282095,0.384881,0.175897,0.244253,0
0.36,4.27257,0.282095,0.412459,0.175897,0.194088,0
0.36,4.39823,0.282095,0.433532,0.175897,0.140863,0
0.36,4.52389,0.282095,0.447769,0.175897,0.0854164,0
0.36,4.64956,0.282095,0.454943,0.175897,0.0286226,0
0.36,4.77522,0.282095,0.454943,0.175897,-0.0286226,-0
0.36,4.90088,0.282095,0.447769,0.175897,-0.0854164,-0
0.36,5.02655,0.282095,0.433532,0.175897,-0.140863,-0
0.36,5.15221,0.282095,0.412459,0.175897,-0.194088,-0
0.36,5.27788,0.282095,0.384881,0.175897,-0.244253,-0
0.36,5.40354,0.282095,0.351233,0.175897,-0.290565,-0
0.36,5.5292,0.282095,0.312046,0.175897,-0.332295,-0
0.36,5.65487,0.282095,0.267938,0.175897,-0.368785,-0
0.36,5.78053,0.282095,0.219604,0.175897,-0.399458,-0
0.36,5.90619,0.282095,0.167807,0.175897,-0.423832,-0
0.36,6.03186,0.282095,0.113364,0.175897,-0.441522,-0
0.36,6.15752,0.282095,0.0571323,0.175897,-0.452248,-0
0.4,0,0.282095,-0,0.195441,-0.447812,0
0.4,0.125664,0.282095,-0.0561257,0.195441,-0.44428,0
0.4,0.251327,0.282095,-0.111366,0.195441,-0.433743,0
0.4,0.376991,0.282095,-0.16485,0.195441,-0.416365,0
0.4,0.502655,0.282095,-0.215735,0.195441,-0.39242,0
0.4,0.628319,0.282095,-0.263217,0.195441,-0.362287,0
0.4,0.753982,0.282095,-0.306548,0.195441,-0.326441,0
0.4,0.879646,0.282095,-0.345045,0.195441,-0.285446,0
0.4,1.00531,0.282095,-0.3781,0.195441,-0.239949,0
0.4,1.13097,0.282095,-0.405192,0.195441,-0.190669,0
0.4,1.25664,0.282095,-0.425894,0.195441,-0.138381,0
0.4,1.3823,0.282095,-0.43988,0.195441,-0.0839115,0
0.4,1.50796,0.282095,-0.446928,0.195441,-0.0281183,0
0.4,1.63363,0.282095,-0.446928,0.195441,0.0281183,-0
0.4,1.75929,0.282095,-0.43988,0.195441,0.0839115,-0
0.4,1.88496,0.282095,-0.425894,0.195441,0.138381,-0
0.4,2.01062,0.282095,-0.405192,0.195441,0.190669,-0
0.4,2.13628,0.282095,-0.3781,0.195441,0.239949,-0
0.4,2.26195,0.282095,-0.345045,0.195441,0.285446,-0
0.4,2.38761,0.282095,-0.306548,0.195441,0.326441,-0
0.4,2.51327,0.282095,-0.263217,0.195441,0.362287,-0
0.4,2.63894,0.282095,-0.215735,0.195441,0.39242,-0
0.4,2.7646,0.282095,-0.16485,0.195441,0.416365,-0
0.4,2.89027,0.282095,-0.111366,0.195441,0.433743,-0
0.4,3.01593,0.282095,-0.0561257,0.195441,0.44428,-0
0.4,3.14159,0.282095,1.44027e-16,0.195441,0.447812,0
0.4,3.26726,0.282095,0.0561257,0.195441,0.44428,0
0.4,3.39292,0.282095,0.111366,0.195441,0.433743,0
0.4,3.51858,0.282095,0.16485,0.195441,0.416365,0
0.4,3.64425,0.282095,0.215735,0.195441,0.39242,0
0.4,3.76991,0.282095,0.263217,0.195441,0.362287,0
0.4,3.89557,0.282095,0.306548,0.195441,0.326441,0
0.4,4.02124,0.282095,0.345045,0.195441,0.285446,0
0.4,4.1469,0.282095,0.3781,0.195441,0.239949,0
0.4,4.27257,0.282095,0.405192,0.195441,0.190669,0
0.4,4.39823,0.282095,0.425894,0.195441,0.138381,0
0.4,4.52389,0.282095,0.43988,0.195441,0.0839115,0
0.4,4.64956,0.282095,0.446928,0.195441,0.0281183,0
0.4,4.77522,0.282095,0.446928,0.195441,-0.0281183,-0
0.4,4.90088,0.282095,0.43988,0.195441,-0.0839115,-0
0.4,5.02655,0.282095,0.425894,0.195441,-0.138381,-0
0.4,5.15221,0.282095,0.405192,0.195441,-0.190669,-0
0.4,5.27788,0.282095,0.3781,0.195441,-0.239949,-0
0.4,5.40354,0.282095,0.345045,0.195441,-0.285446,-0
0.4,5.5292,0.282095,0.306548,0.195441,-0.326441,-0
0.4,5.65487,0.282095,0.263217,0.195441,-0.362287,-0
0.4,5.78053,0.282095,0.215735,0.195441,-0.39242,-0
0.4,5.90619,0.282095,0.16485,0.195441,-0.416365,-0
0.4,6.03186,0.282095,0.111366,0.195441,-0.433743,-0
0.4,6.15752,0.282095,0.0561257,0.195441,-0.44428,-0
0.44,0,0.282095,-0,0.214985,-0.438764,0
0.44,0.125664,0.282095,-0.0549917,0.214985,-0.435304,0
0.44,0.251327,0.282095,-0.109116,0.214985,-0.424979,0
0.44,0.376991,0.282095,-0.16152,0.214985,-0.407952,0
0.44,0.502655,0.282095,-0.211376,0.214985,-0.384492,0
0.44,0.628319,0.282095,-0.257899,0.214985,-0.354968,0
0.44,0.753982,0.282095,-0.300355,0.214985,-0.319845,0
0.44,0.879646,0.282095,-0.338073,0.214985,-0.279679,0
0.44,1.00531,0.282095,-0.370461,0.214985,-0.235101,0
0.44,1.13097,0.282095,-0.397006,0.214985,-0.186817,0
0.44,1.25664,0.282095,-0.417289,0.214985,-0.135586,0
0.44,1.3823,0.282095,-0.430992,0.214985,-0.0822162,0
0.44,1.50796,0.282095,-0.437898,0.214985,-0.0275502,0
0.44,1.63363,0.282095,-0.437898,0.214985,0.0275502,-0
0.44,1.75929,0.282095,-0.430992,0.214985,0.0822162,-0
0.44,1.88496,0.282095,-0.417289,0.214985,0.135586,-0
0.44,2.01062,0.282095,-0.397006,0.214985,0.186817,-0
0.44,2.13628,0.282095,-0.370461,0.214985,0.235101,-0
0.44,2.26195,0.282095,-0.338073,0.214985,0.279679,-0
0.44,2.38761,0.282095,-0.300355,0.214985,0.319845,-0
0.44,2.51327,0.282095,-0.257899,0.214985,0.354968,-0
0.44,2.63894,0.282095,-0.211376,0.214985,0.384492,-0
0.44,2.7646,0.282095,-0.16152,0.214985,0.407952,-0
0.44,2.89027,0.282095,-0.109116,0.214985,0.424979,-0
0.44,3.01593,0.282095,-0.0549917,0.214985,0.435304,-0
0.44,3.14159,0.282095,1.41117e-16,0.214985,0.438764,0
0.44,3.26726,0.282095,0.0549917,0.214985,0.435304,0
0.44,3.39292,0.282095,0.109116,0.214985,0.424979,0
0.44,3.51858,0.282095,0.16152,0.214985,0.407952,0
0.44,3.64425,0.282095,0.211376,0.214985,0.384492,0
0.44,3.76991,0.282095,0.257899,0.214985,0.354968,0
0.44,3.89557,0.282095,0.300355,0.214985,0.319845,0
0.44,4.02124,0.282095,0.338073,0.214985,0.279679,0
0.44,4.1469,0.282095,0.370461,0.214985,0.235101,0
0.44,4.27257,0.282095,0.397006,0.214985,0.186817,0
0.44,4.39823,0.282095,0.417289,0.214985,0.135586,0
0.44,4.52389,0.282095,0.430992,0.214985,0.0822162,0
0.44,4.64956,0.282095,0.437898,0.214985,0.0275502,0
0.44,4.77522,0.282095,0.437898,0.214985,-0.0275502,-0
0.44,4.90088,0.282095,0.430992,0.214985,-0.0822162,-0
0.44,5.02655,0.282095,0.417289,0.214985,-0.135586,-0
0.44,5.15221,0.282095,0.397006,0.214985,-0.186817,-0
0.44,5.27788,0.282095,0.370461,0.214985,-0.235101,-0
0.44,5.40354,0.282095,0.338073,0.214985,-0.279679,-0
0.44,5.5292,0.282095,0.300355,0.214985,-0.319845,-0
0.44,5.65487,0.282095,0.257899,0.214985,-0.354968,-0
0.44,5.78053,0.282095,0.211376,0.214985,-0.384492,-0
0.44,5.90619,0.282095,0.16152,0.214985,-0.407952,-0
0.44,6.03186,0.282095,0.109116,0.214985,-0.424979,-0
0.44,6.15752,0.282095,0.0549917,0.214985,-0.435304,-0
0.48,0,0.282095,-0,0.234529,-0.428636,0
0.48,0.125664,0.282095,-0.0537223,0.234529,-0.425256,0
0.48,0.251327,0.282095,-0.106597,0.234529,-0.415169,0
0.48,0.376991,0.282095,-0.157791,0.234529,-0.398535,0
0.48,0.502655,0.282095,-0.206497,0.234529,-0.375616,0
0.48,0.628319,0.282095,-0.251946,0.234529,-0.346773,0
0.48,0.753982,0.282095,-0.293421,0.234529,-0.312462,0
0.48,0.879646,0.282095,-0.330269,0.234529,-0.273223,0
0.48,1.00531,0.282095,-0.361909,0.234529,-0.229674,0
0.48,1.13097,0.282095,-0.387841,0.234529,-0.182504,0
0.48,1.25664,0.282095,-0.407657,0.234529,-0.132456,0
0.48,1.3823,0.282095,-0.421043,0.234529,-0.0803183,0
0.48,1.50796,0.282095,-0.42779,0.234529,-0.0269143,0
0.48,1.63363,0.282095,-0.42779,0.234529,0.0269143,-0
0.48,1.75929,0.282095,-0.421043,0.234529,0.0803183,-0
0.48,1.88496,0.282095,-0.407657,0.234529,0.132456,-0
0.48,2.01062,0.282095,-0.387841,0.234529,0.182504,-0
0.48,2.13628,0.282095,-0.361909,0.234529,0.229674,-0
0.48,2.26195,0.282095,-0.330269,0.234529,0.273223,-0
0.48,2.38761,0.282095,-0.293421,0.234529,0.312462,-0
0.48,2.51327,0.282095,-0.251946,0.234529,0.346773,-0
0.48,2.63894,0.282095,-0.206497,0.234529,0.375616,-0
0.48,2.7646,0.282095,-0.157791,0.234529,0.398535,-0
0.48,2.89027,0.282095,-0.106597,0.234529,0.415169,-0
0.48,3.01593,0.282095,-0.0537223,0.234529,0.425256,-0
0.48,3.14159,0.282095,1.3786e-16,0.234529,0.428636,0
0.48,3.26726,0.282095,0.0537223,0.234529,0.425256,0
0.48,3.39292,0.282095,0.106597,0.234529,0.415169,0
0.48,3.51858,0.282095,0.157791,0.234529,0.398535,0
0.48,3.64425,0.282095,0.206497,0.234529,0.375616,0
0.48,3.76991,0.282095,0.251946,0.234529,0.346773,0
0.48,3.89557,0.282095,0.293421,0.234529,0.312462,0
0.48,4.02124,0.282095,0.330269,0.234529,0.273223,0
0.48,4.1469,0.282095,0.361909,0.234529,0.229674,0
0.48,4.27257,0.282095,0.387841,0.234529,0.182504,0
0.48,4.39823,0.282095,0.407657,0.234529,0.132456,0
0.48,4.52389,0.282095,0.421043,0.234529,0.0803183,0
0.48,4.64956,0.282095,0.42779,0.234529,0.0269143,0
0.48,4.77522,0.282095,0.42779,0.234529,-0.0269143,-0
0.48,4.90088,0.282095,0.421043,0.234529,-0.0803183,-0
0.48,5.02655,0.282095,0.407657,0.234529,-0.132456,-0
0.48,5.15221,0.282095,0.387841,0.234529,-0.182504,-0
0.48,5.27788,0.282095,0.361909,0.234529,-0.229674,-0
0.48,5.40354,0.282095,0.330269,0.234529,-0.273223,-0
0.48,5.5292,0.282095,0.293421,0.234529,-0.312462,-0
0.48,5.65487,0.282095,0.251946,0.234529,-0.346773,-0
0.48,5.78053,0.282095,0.206497,0.234529,-0.375616,-0
0.48,5.90619,0.282095,0.157791,0.234529,-0.398535,-0
0.48,6.03186,0.282095,0.106597,0.234529,-0.415169,-0
0.48,6.15752,0.282095,0.0537223,0.234529,-0.425256,-0
0.52,0,0.282095,-0,0.254073,-0.417348,0
0.52,0.125664,0.282095,-0.0523075,0.254073,-0.414057,0
0.52,0.251327,0.282095,-0.10379,0.254073,-0.404236,0
0.52,0.376991,0.282095,-0.153636,0.254073,-0.38804,0
0.52,0.502655,0.282095,-0.201059,0.254073,-0.365725,0
0.52,0.628319,0.282095,-0.245311,0.254073,-0.337641,0
0.52,0.753982,0.282095,-0.285694,0.254073,-0.304233,0
0.52,0.879646,0.282095,-0.321572,0.254073,-0.266027,0
0.52,1.00531,0.282095,-0.352378,0.254073,-0.223626,0
0.52,1.13097,0.282095,-0.377628,0.254073,-0.177698,0
0.52,1.25664,0.282095,-0.396921,0.254073,-0.128968,0
0.52,1.3823,0.282095,-0.409955,0.254073,-0.0782032,0
0.52,1.50796,0.282095,-0.416524,0.254073,-0.0262055,0
0.52,1.63363,0.282095,-0.416524,0.254073,0.0262055,-0
0.52,1.75929,0.282095,-0.409955,0.254073,0.0782032,-0
0.52,1.88496,0.282095,-0.396921,0.254073,0.128968,-0
0.52,2.01062,0.282095,-0.377628,0.254073,0.177698,-0
0.52,2.13628,0.282095,-0.352378,0.254073,0.223626,-0
0.52,2.26195,0.282095,-0.321572,0.254073,0.266027,-0
0.52,2.38761,0.282095,-0.285694,0.254073,0.304233,-0
0.52,2.51327,0.282095,-0.245311,0.254073,0.337641,-0
0.52,2.63894,0.282095,-0.201059,0.254073,0.365725,-0
0.52,2.7646,0.282095,-0.153636,0.254073,0.38804,-0
0.52,2.89027,0.282095,-0.10379,0.254073,0.404236,-0
0.52,3.01593,0.282095,-0.0523075,0.254073,0.414057,-0
0.52,3.14159,0.282095,1.34229e-16,0.254073,0.417348,0
0.52,3.26726,0.282095,0.0523075,0.254073,0.414057,0
0.52,3.39292,0.282095,0.10379,0.254073,0.404236,0
0.52,3.51858,0.282095,0.153636,0.254073,0.38804,0
0.52,3.64425,0.282095,0.201059,0.254073,0.365725,0
0.52,3.76991,0.282095,0.245311,0.254073,0.337641,0
0.52,3.89557,0.282095,0.285694,0.254073,0.304233,0
0.52,4.02124,0.282095,0.321572,0.254073,0.266027,0
0.52,4.1469,0.282095,0.352378,0.254073,0.223626,0
0.52,4.27257,0.282095,0.377628,0.254073,0.177698,0
0.52,4.39823,0.282095,0.396921,0.254073,0.128968,0
0.52,4.52389,0.282095,0.409955,0.254073,0.0782032,0
0.52,4.64956,0.282095,0.416524,0.254073,0.0262055,0
0.52,4.77522,0.282095,0.416524,0.254073,-0.0262055,-0
0.52,4.90088,0.282095,0.409955,0.254073,-0.0782032,-0
0.52,5.02655,0.282095,0.396921,0.254073,-0.128968,-0
0.52,5.15221,0.282095,0.377628,0.254073,-0.177698,-0
0.52,5.27788,0.282095,0.352378,0.254073,-0.223626,-0
0.52,5.40354,0.282095,0.321572,0.254073,-0.266027,-0
0.52,5.5292,0.282095,0.285694,0.254073,-0.304233,-0
0.52,5.65487,0.282095,0.245311,0.254073,-0.337641,-0
0.52,5.78053,0.282095,0.201059,0.254073,-0.365725,-0
0.52,5.90619,0.282095,0.153636,0.254073,-0.38804,-0
0.52,6.03186,0.282095,0.10379,0.254073,-0.404236,-0
0.52,6.15752,0.282095,0.0523075,0.254073,-0.414057,-0
0.56,0,0.282095,-0,0.273617,-0.404804,0
0.56,0.125664,0.282095,-0.0507353,0.273617,-0.401612,0
0.56,0.251327,0.282095,-0.100671,0.273617,-0.392086,0
0.56,0.376991,0.282095,-0.149018,0.273617,-0.376377,0
0.56,0.502655,0.282095,-0.195016,0.273617,-0.354732,0
0.56,0.628319,0.282095,-0.237938,0.273617,-0.327493,0
0.56,0.753982,0.282095,-0.277107,0.273617,-0.295089,0
0.56,0.879646,0.282095,-0.311907,0.273617,-0.258032,0
0.56,1.00531,0.282095,-0.341787,0.273617,-0.216905,0
0.56,1.13097,0.282095,-0.366277,0.273617,-0.172357,0
0.56,1.25664,0.282095,-0.384991,0.273617,-0.125091,0
0.56,1.3823,0.282095,-0.397633,0.273617,-0.0758526,0
0.56,1.50796,0.282095,-0.404005,0.273617,-0.0254178,0
0.56,1.63363,0.282095,-0.404005,0.273617,0.0254178,-0
0.56,1.75929,0.282095,-0.397633,0.273617,0.0758526,-0
0.56,1.88496,0.282095,-0.384991,0.273617,0.125091,-0
0.56,2.01062,0.282095,-0.366277,0.273617,0.172357,-0
0.56,2.13628,0.282095,-0.341787,0.273617,0.216905,-0
0.56,2.26195,0.282095,-0.311907,0.273617,0.258032,-0
0.56,2.38761,0.282095,-0.277107,0.273617,0.295089,-0
0.56,2.51327,0.282095,-0.237938,0.273617,0.327493,-0
0.56,2.63894,0.282095,-0.195016,0.273617,0.354732,-0
0.56,2.7646,0.282095,-0.149018,0.273617,0.376377,-0
0.56,2.89027,0.282095,-0.100671,0.273617,0.392086,-0
0.56,3.01593,0.282095,-0.0507353,0.273617,0.401612,-0
0.56,3.14159,0.282095,1.30195e-16,0.273617,0.404804,0
0.56,3.26726,0.282095,0.0507353,0.273617,0.401612,0
0.56,3.39292,0.282095,0.100671,0.273617,0.392086,0
0.56,3.51858,0.282095,0.149018,0.273617,0.376377,0
0.56,3.64425,0.282095,0.195016,0.273617,0.354732,0
0.56,3.76991,0.282095,0.237938,0.273617,0.327493,0
0.56,3.89557,0.282095,0.277107,0.273617,0.295089,0
0.56,4.02124,0.282095,0.311907,0.273617,0.258032,0
0.56,4.1469,0.282095,0.341787,0.273617,0.216905,0
0.56,4.27257,0.282095,0.366277,0.273617,0.172357,0
0.56,4.39823,0.282095,0.384991,0.273617,0.125091,0
0.56,4.52389,0.282095,0.397633,0.273617,0.0758526,0
0.56,4.64956,0.282095,0.404005,0.273617,0.0254178,0
0.56,4.77522,0.282095,0.404005,0.273617,-0.0254178,-0
0.56,4.90088,0.282095,0.397633,0.273617,-0.0758526,-0
0.56,5.02655,0.282095,0.384991,0.273617,-0.125091,-0
0.56,5.15221,0.282095,0.366277,0.273617,-0.172357,-0
0.56,5.27788,0.282095,0.341787,0.273617,-0.216905,-0
0.56,5.40354,0.282095,0.311907,0.273617,-0.258032,-0
0.56,5.5292,0.282095,0.277107,0.273617,-0.295089,-0
0.56,5.65487,0.282095,0.237938,0.273617,-0.327493,-0
0.56,5.78053,0.282095,0.195016,0.273617,-0.354732,-0
0.56,5.90619,0.282095,0.149018,0.273617,-0.376377,-0
0.56,6.03186,0.282095,0.100671,0.273617,-0.392086,-0
0.56,6.15752,0.282095,0.0507353,0.273617,-0.401612,-0
0.6,0,0.282095,-0,0.293162,-0.390882,0
0.6,0.125664,0.282095,-0.0489905,0.293162,-0.3878,0
0.6,0.251327,0.282095,-0.0972084,0.293162,-0.378602,0
0.6,0.376991,0.282095,-0.143893,0.293162,-0.363433,0
0.6,0.502655,0.282095,-0.188309,0.293162,-0.342533,0
0.6,0.628319,0.282095,-0.229755,0.293162,-0.31623,0
0.6,0.753982,0.282095,-0.267577,0.293162,-0.284941,0
0.6,0.879646,0.282095,-0.30118,0.293162,-0.249158,0
0.6,1.00531,0.282095,-0.330033,0.293162,-0.209445,0
0.6,1.13097,0.282095,-0.353681,0.293162,-0.166429,0
0.6,1.25664,0.282095,-0.371751,0.293162,-0.120789,0
0.6,1.3823,0.282095,-0.383958,0.293162,-0.073244,0
0.6,1.50796,0.282095,-0.390111,0.293162,-0.0245437,0
0.6,1.63363,0.282095,-0.390111,0.293162,0.0245437,-0
0.6,1.75929,0.282095,-0.383958,0.293162,0.073244,-0
0.6,1.88496,0.282095,-0.371751,0.293162,0.120789,-0
0.6,2.01062,0.282095,-0.353681,0.293162,0.166429,-0
0.6,2.13628,0.282095,-0.330033,0.293162,0.209445,-0
0.6,2.26195,0.282095,-0.30118,0.293162,0.249158,-0
0.6,2.38761,0.282095,-0.267577,0.293162,0.284941,-0
0.6,2.51327,0.282095,-0.229755,0.293162,0.31623,-0
0.6,2.63894,0.282095,-0.188309,0.293162,0.342533,-0
0.6,2.7646,0.282095,-0.143893,0.293162,0.363433,-0
0.6,2.89027,0.282095,-0.0972084,0.293162,0.378602,-0
0.6,3.01593,0.282095,-0.0489905,0.293162,0.3878,-0
0.6,3.14159,0.282095,1.25717e-16,0.293162,0.390882,0
0.6,3.26726,0.282095,0.0489905,0.293162,0.3878,0
0.6,3.39292,0.282095,0.0972084,0.293162,0.378602,0
0.6,3.51858,0.282095,0.143893,0.293162,0.363433,0
0.6,3.64425,0.282095,0.188309,0.293162,0.342533,0
0.6,3.76991,0.282095,0.229755,0.293162,0.31623,0
0.6,3.89557,0.282095,0.267577,0.293162,0.284941,0
0.6,4.02124,0.282095,0.30118,0.293162,0.249158,0
0.6,4.1469,0.282095,0.330033,0.293162,0.209445,0
0.6,4.27257,0.282095,0.353681,0.293162,0.166429,0
0.6,4.39823,0.282095,0.371751,0.293162,0.120789,0
0.6,4.52389,0.282095,0.383958,0.293162,0.073244,0
0.6,4.64956,0.282095,0.390111,0.293162,0.0245437,0
0.6,4.77522,0.282095,0.390111,0.293162,-0.0245437,-0
0.6,4.90088,0.282095,0.383958,0.293162,-0.073244,-0
0.6,5.02655,0.282095,0.371751,0.293162,-0.120789,-0
0.6,5.15221,0.282095,0.353681,0.293162,-0.166429,-0
0.6,5.27788,0.282095,0.330033,0.293162,-0.209445,-0
0.6,5.40354,0.282095,0.30118,0.293162,-0.249158,-0
0.6,5.5292,0.282095,0.267577,0.293162,-0.284941,-0
0.6,5.65487,0.282095,0.229755,0.293162,-0.31623,-0
0.6,5.78053,0.282095,0.188309,0.293162,-0.342533,-0
0.6,5.90619,0.282095,0.143893,0.293162,-0.363433,-0
0.6,6.03186,0.282095,0.0972084,0.293162,-0.378602,-0
0.6,6.15752,0.282095,0.0489905,0.293162,-0.3878,-0
0.64,0,0.282095,-0,0.312706,-0.37543,0
0.64,0.125664,0.282095,-0.0470538,0.312706,-0.37247,0
0.64,0.251327,0.282095,-0.0933656,0.312706,-0.363635,0
0.64,0.376991,0.282095,-0.138205,0.312706,-0.349066,0
0.64,0.502655,0.282095,-0.180865,0.312706,-0.328992,0
0.64,0.628319,0.282095,-0.220672,0.312706,-0.303729,0
0.64,0.753982,0.282095,-0.256999,0.312706,-0.273677,0
0.64,0.879646,0.282095,-0.289274,0.312706,-0.239308,0
0.64,1.00531,0.282095,-0.316986,0.312706,-0.201165,0
0.64,1.13097,0.282095,-0.339699,0.312706,-0.15985,0
0.64,1.25664,0.282095,-0.357055,0.312706,-0.116014,0
0.64,1.3823,0.282095,-0.36878,0.312706,-0.0703486,0
0.64,1.50796,0.282095,-0.374689,0.312706,-0.0235734,0
0.64,1.63363,0.282095,-0.374689,0.312706,0.0235734,-0
0.64,1.75929,0.282095,-0.36878,0.312706,0.0703486,-0
0.64,1.88496,0.282095,-0.357055,0.312706,0.116014,-0
0.64,2.01062,0.282095,-0.339699,0.312706,0.15985,-0
0.64,2.13628,0.282095,-0.316986,0.312706,0.201165,-0
0.64,2.26195,0.282095,-0.289274,0.312706,0.239308,-0
0.64,2.38761,0.282095,-0.256999,0.312706,0.273677,-0
0.64,2.51327,0.282095,-0.220672,0.312706,0.303729,-0
0.64,2.63894,0.282095,-0.180865,0.312706,0.328992,-0
0.64,2.7646,0.282095,-0.138205,0.312706,0.349066,-0
0.64,2.89027,0.282095,-0.0933656,0.312706,0.363635,-0
0.64,3.01593,0.282095,-0.0470538,0.312706,0.37247,-0
0.64,3.14159,0.282095,1.20747e-16,0.312706,0.37543,0
0.64,3.26726,0.282095,0.0470538,0.312706,0.37247,0
0.64,3.39292,0.282095,0.0933656,0.312706,0.363635,0
0.64,3.51858,0.282095,0.138205,0.312706,0.349066,0
0.64,3.64425,0.282095,0.180865,0.312706,0.328992,0
0.64,3.76991,0.282095,0.220672,0.312706,0.303729,0
0.64,3.89557,0.282095,0.256999,0.312706,0.273677,0
0.64,4.02124,0.282095,0.289274,0.312706,0.239308,0
0.64,4.1469,0.282095,0.316986,0.312706,0.201165,0
0.64,4.27257,0.282095,0.339699,0.312706,0.15985,0
0.64,4.39823,0.282095,0.357055,0.312706,0.116014,0
0.64,4.52389,0.282095,0.36878,0.312706,0.0703486,0
0.64,4.64956,0.282095,0.374689,0.312706,0.0235734,0
0.64,4.77522,0.282095,0.374689,0.312706,-0.0235734,-0
0.64,4.90088,0.282095,0.36878,0.312706,-0.0703486,-0
0.64,5.02655,0.282095,0.357055,0.312706,-0.116014,-0
0.64,5.15221,0.282095,0.339699,0.312706,-0.15985,-0
0.64,5.27788,0.282095,0.316986,0.312706,-0.201165,-0
0.64,5.40354,0.282095,0.289274,0.312706,-0.239308,-0
0.64,5.5292,0.282095,0.256999,0.312706,-0.273677,-0
0.64,5.65487,0.282095,0.220672,0.312706,-0.303729,-0
0.64,5.78053,0.282095,0.180865,0.312706,-0.328992,-0
0.64,5.90619,0.282095,0.138205,0.312706,-0.349066,-0
0.64,6.03186,0.282095,0.0933656,0.312706,-0.363635,-0
0.64,6.15752,0.282095,0.0470538,0.312706,-0.37247,-0
0.68,0,0.282095,-0,0.33225,-0.358249,0
0.68,0.125664,0.282095,-0.0449005,0.33225,-0.355424,0
