my,phi,v0,v1,v2,v3,v4,v5,v6,v7,v8
-0.88,0.125664,0.282095,-0.0290865,-0.42997,-0.230243,0.0306484,0.0572347,0.417326,0.453059,0.119368
-0.88,0.251327,0.282095,-0.0577143,-0.42997,-0.224782,0.0593711,0.113567,0.417326,0.442313,0.107996
-0.88,0.376991,0.282095,-0.0854319,-0.42997,-0.215776,0.0843632,0.168108,0.417326,0.424592,0.0898377
-0.88,0.502655,0.282095,-0.111802,-0.42997,-0.203367,0.104055,0.219998,0.417326,0.400174,0.066035
-0.88,0.628319,0.282095,-0.136409,-0.42997,-0.187751,0.117208,0.268418,0.417326,0.369446,0.0380831
-0.88,0.753982,0.282095,-0.158865,-0.42997,-0.169174,0.122996,0.312605,0.417326,0.332891,0.00773827
-0.88,0.879646,0.282095,-0.178816,-0.42997,-0.147929,0.121057,0.351863,0.417326,0.291086,-0.0230928
-0.88,1.00531,0.282095,-0.195946,-0.42997,-0.124351,0.11151,0.385571,0.417326,0.244691,-0.0524728
-0.88,1.13097,0.282095,-0.209986,-0.42997,-0.098812,0.0949576,0.413198,0.417326,0.194436,-0.0785558
-0.88,1.25664,0.282095,-0.220715,-0.42997,-0.0717146,0.0724383,0.434309,0.417326,0.141116,-0.0997028
-0.88,1.3823,0.282095,-0.227963,-0.42997,-0.0434862,0.0453675,0.448571,0.417326,0.0855695,-0.114585
-0.88,1.50796,0.282095,-0.231615,-0.42997,-0.014572,0.015446,0.455759,0.417326,0.0286739,-0.122268
-0.88,1.63363,0.282095,-0.231615,-0.42997,0.014572,-0.015446,0.455759,0.417326,-0.0286739,-0.122268
-0.88,1.75929,0.282095,-0.227963,-0.42997,0.0434862,-0.0453675,0.448571,0.417326,-0.0855695,-0.114585
-0.88,1.88496,0.282095,-0.220715,-0.42997,0.0717146,-0.0724383,0.434309,0.417326,-0.141116,-0.0997028
-0.88,2.01062,0.282095,-0.209986,-0.42997,0.098812,-0.0949576,0.413198,0.417326,-0.194436,-0.0785558
-0.88,2.13628,0.282095,-0.195946,-0.42997,0.124351,-0.11151,0.385571,0.417326,-0.244691,-0.0524728
-0.88,2.26195,0.282095,-0.178816,-0.42997,0.147929,-0.121057,0.351863,0.417326,-0.291086,-0.0230928
-0.88,2.38761,0.282095,-0.158865,-0.42997,0.169174,-0.122996,0.312605,0.417326,-0.332891,0.00773827
-0.88,2.51327,0.282095,-0.136409,-0.42997,0.187751,-0.117208,0.268418,0.417326,-0.369446,0.0380831
-0.88,2.63894,0.282095,-0.111802,-0.42997,0.203367,-0.104055,0.219998,0.417326,-0.400174,0.066035
-0.88,2.7646,0.282095,-0.0854319,-0.42997,0.215776,-0.0843632,0.168108,0.417326,-0.424592,0.0898377
-0.88,2.89027,0.282095,-0.0577143,-0.42997,0.224782,-0.0593711,0.113567,0.417326,-0.442313,0.107996
-0.88,3.01593,0.282095,-0.0290865,-0.42997,0.230243,-0.0306484,0.0572347,0.417326,-0.453059,0.119368
-0.88,3.14159,0.282095,7.46405e-17,-0.42997,0.232073,7.92737e-17,-1.46873e-16,0.417326,-0.45666,0.123239
-0.88,3.26726,0.282095,0.0290865,-0.42997,0.230243,0.0306484,-0.0572347,0.417326,-0.453059,0.119368
-0.88,3.39292,0.282095,0.0577143,-0.42997,0.224782,0.0593711,-0.113567,0.417326,-0.442313,0.107996
-0.88,3.51858,0.282095,0.0854319,-0.42997,0.215776,0.0843632,-0.168108,0.417326,-0.424592,0.0898377
-0.88,3.64425,0.282095,0.111802,-0.42997,0.203367,0.104055,-0.219998,0.417326,-0.400174,0.066035
-0.88,3.76991,0.282095,0.136409,-0.42997,0.187751,0.117208,-0.268418,0.417326,-0.369446,0.0380831
-0.88,3.89557,0.282095,0.158865,-0.42997,0.169174,0.122996,-0.312605,0.417326,-0.332891,0.00773827
-0.88,4.02124,0.282095,0.178816,-0.42997,0.147929,0.121057,-0.351863,0.417326,-0.291086,-0.0230928
-0.88,4.1469,0.282095,0.195946,-0.42997,0.124351,0.11151,-0.385571,0.417326,-0.244691,-0.0524728
-0.88,4.27257,0.282095,0.209986,-0.42997,0.098812,0.0949576,-0.413198,0.417326,-0.194436,-0.0785558
-0.88,4.39823,0.282095,0.220715,-0.42997,0.0717146,0.0724383,-0.434309,0.417326,-0.141116,-0.0997028
-0.88,4.52389,0.282095,0.227963,-0.42997,0.0434862,0.0453675,-0.448571,0.417326,-0.0855695,-0.114585
-0.88,4.64956,0.282095,0.231615,-0.42997,0.014572,0.015446,-0.455759,0.417326,-0.0286739,-0.122268
-0.88,4.77522,0.282095,0.231615,-0.42997,-0.014572,-0.015446,-0.455759,0.417326,0.0286739,-0.122268
-0.88,4.90088,0.282095,0.227963,-0.42997,-0.0434862,-0.0453675,-0.448571,0.417326,0.0855695,-0.114585
-0.88,5.02655,0.282095,0.220715,-0.42997,-0.0717146,-0.0724383,-0.434309,0.417326,0.141116,-0.0997028
-0.88,5.15221,0.282095,0.209986,-0.42997,-0.098812,-0.0949576,-0.413198,0.417326,0.194436,-0.0785558
-0.88,5.27788,0.282095,0.195946,-0.42997,-0.124351,-0.11151,-0.385571,0.417326,0.244691,-0.0524728
-0.88,5.40354,0.282095,0.178816,-0.42997,-0.147929,-0.121057,-0.351863,0.417326,0.291086,-0.0230928
-0.88,5.5292,0.282095,0.158865,-0.42997,-0.169174,-0.122996,-0.312605,0.417326,0.332891,0.00773827
-0.88,5.65487,0.282095,0.136409,-0.42997,-0.187751,-0.117208,-0.268418,0.417326,0.369446,0.0380831
-0.88,5.78053,0.282095,0.111802,-0.42997,-0.203367,-0.104055,-0.219998,0.417326,0.400174,0.066035
-0.88,5.90619,0.282095,0.0854319,-0.42997,-0.215776,-0.0843632,-0.168108,0.417326,0.424592,0.0898377
-0.88,6.03186,0.282095,0.0577143,-0.42997,-0.224782,-0.0593711,-0.113567,0.417326,0.442313,0.107996
-0.88,6.15752,0.282095,0.0290865,-0.42997,-0.230243,-0.0306484,-0.0572347,0.417326,0.453059,0.119368
-0.88,6.28319,0.282095,-1.49281e-16,-0.42997,-0.232073,1.58547e-16,2.93746e-16,0.417326,0.45666,0.123239
-0.84,0,0.282095,-0,-0.410426,-0.265109,0,0,0.352229,0.497954,0.160823
-0.84,0.125664,0.282095,-0.033227,-0.410426,-0.263019,0.0399951,0.0624101,0.352229,0.494027,0.155771
-0.84,0.251327,0.282095,-0.0659299,-0.410426,-0.25678,0.0774771,0.123836,0.352229,0.482309,0.14093
-0.84,0.376991,0.282095,-0.0975932,-0.410426,-0.246492,0.110091,0.183309,0.352229,0.462986,0.117235
-0.84,0.502655,0.282095,-0.127717,-0.410426,-0.232317,0.135787,0.239891,0.352229,0.43636,0.0861733
-0.84,0.628319,0.282095,-0.155827,-0.410426,-0.214478,0.152952,0.29269,0.352229,0.402853,0.0496971
-0.84,0.753982,0.282095,-0.18148,-0.410426,-0.193256,0.160506,0.340873,0.352229,0.362993,0.0100982
-0.84,0.879646,0.282095,-0.20427,-0.410426,-0.168987,0.157975,0.38368,0.352229,0.317408,-0.0301352
-0.84,1.00531,0.282095,-0.223839,-0.410426,-0.142053,0.145517,0.420436,0.352229,0.266817,-0.0684752
-0.84,1.13097,0.282095,-0.239878,-0.410426,-0.112878,0.123916,0.450562,0.352229,0.212018,-0.102513
-0.84,1.25664,0.282095,-0.252134,-0.410426,-0.0819232,0.0945295,0.473582,0.352229,0.153876,-0.130109
-0.84,1.3823,0.282095,-0.260413,-0.410426,-0.0496765,0.0592029,0.489133,0.352229,0.0933072,-0.14953
-0.84,1.50796,0.282095,-0.264586,-0.410426,-0.0166463,0.0201565,0.496971,0.352229,0.0312668,-0.159555
-0.84,1.63363,0.282095,-0.264586,-0.410426,0.0166463,-0.0201565,0.496971,0.352229,-0.0312668,-0.159555
-0.84,1.75929,0.282095,-0.260413,-0.410426,0.0496765,-0.0592029,0.489133,0.352229,-0.0933072,-0.14953
-0.84,1.88496,0.282095,-0.252134,-0.410426,0.0819232,-0.0945295,0.473582,0.352229,-0.153876,-0.130109
-0.84,2.01062,0.282095,-0.239878,-0.410426,0.112878,-0.123916,0.450562,0.352229,-0.212018,-0.102513
-0.84,2.13628,0.282095,-0.223839,-0.410426,0.142053,-0.145517,0.420436,0.352229,-0.266817,-0.0684752
-0.84,2.26195,0.282095,-0.20427,-0.410426,0.168987,-0.157975,0.38368,0.352229,-0.317408,-0.0301352
-0.84,2.38761,0.282095,-0.18148,-0.410426,0.193256,-0.160506,0.340873,0.352229,-0.362993,0.0100982
-0.84,2.51327,0.282095,-0.155827,-0.410426,0.214478,-0.152952,0.29269,0.352229,-0.402853,0.0496971
-0.84,2.63894,0.282095,-0.127717,-0.410426,0.232317,-0.135787,0.239891,0.352229,-0.43636,0.0861733
-0.84,2.7646,0.282095,-0.0975932,-0.410426,0.246492,-0.110091,0.183309,0.352229,-0.462986,0.117235
-0.84,2.89027,0.282095,-0.0659299,-0.410426,0.25678,-0.0774771,0.123836,0.352229,-0.482309,0.14093
-0.84,3.01593,0.282095,-0.033227,-0.410426,0.263019,-0.0399951,0.0624101,0.352229,-0.494027,0.155771
-0.84,3.14159,0.282095,8.52656e-17,-0.410426,0.265109,1.03449e-16,-1.60154e-16,0.352229,-0.497954,0.160823
-0.84,3.26726,0.282095,0.033227,-0.410426,0.263019,0.0399951,-0.0624101,0.352229,-0.494027,0.155771
-0.84,3.39292,0.282095,0.0659299,-0.410426,0.25678,0.0774771,-0.123836,0.352229,-0.482309,0.14093
-0.84,3.51858,0.282095,0.0975932,-0.410426,0.246492,0.110091,-0.183309,0.352229,-0.462986,0.117235
-0.84,3.64425,0.282095,0.127717,-0.410426,0.232317,0.135787,-0.239891,0.352229,-0.43636,0.0861733
-0.84,3.76991,0.282095,0.155827,-0.410426,0.214478,0.152952,-0.29269,0.352229,-0.402853,0.0496971
-0.84,3.89557,0.282095,0.18148,-0.410426,0.193256,0.160506,-0.340873,0.352229,-0.362993,0.0100982
-0.84,4.02124,0.282095,0.20427,-0.410426,0.168987,0.157975,-0.38368,0.352229,-0.317408,-0.0301352
-0.84,4.1469,0.282095,0.223839,-0.410426,0.142053,0.145517,-0.420436,0.352229,-0.266817,-0.0684752
-0.84,4.27257,0.282095,0.239878,-0.410426,0.112878,0.123916,-0.450562,0.352229,-0.212018,-0.102513
-0.84,4.39823,0.282095,0.252134,-0.410426,0.0819232,0.0945295,-0.473582,0.352229,-0.153876,-0.130109
-0.84,4.52389,0.282095,0.260413,-0.410426,0.0496765,0.0592029,-0.489133,0.352229,-0.0933072,-0.14953
-0.84,4.64956,0.282095,0.264586,-0.410426,0.0166463,0.0201565,-0.496971,0.352229,-0.0312668,-0.159555
-0.84,4.77522,0.282095,0.264586,-0.410426,-0.0166463,-0.0201565,-0.496971,0.352229,0.0312668,-0.159555
-0.84,4.90088,0.282095,0.260413,-0.410426,-0.0496765,-0.0592029,-0.489133,0.352229,0.0933072,-0.14953
-0.84,5.02655,0.282095,0.252134,-0.410426,-0.0819232,-0.0945295,-0.473582,0.352229,0.153876,-0.130109
