epoch,loss,output_1_loss,output_1_mean_absolute_error,output_1_mean_squared_error,output_2_loss,output_2_mean_absolute_error,output_2_mean_squared_error,output_3_loss,output_3_mean_absolute_error,output_3_mean_squared_error,val_loss,val_output_1_loss,val_output_1_mean_absolute_error,val_output_1_mean_squared_error,val_output_2_loss,val_output_2_mean_absolute_error,val_output_2_mean_squared_error,val_output_3_loss,val_output_3_mean_absolute_error,val_output_3_mean_squared_error
0,5.8027262687683105,5.756058216094971,0.9624456763267517,5.756058216094971,15.509875297546387,2.5595624446868896,15.507243156433105,12.872416496276855,2.6300606727600098,12.874296188354492,0.05021700635552406,0.002958923112601042,0.037025511264801025,0.002958923112601042,0.41729164123535156,0.34283310174942017,0.41712599992752075,18.961994171142578,3.8931331634521484,18.971776962280273
1,0.04519512131810188,0.000745080120395869,0.013480315916240215,0.000745080120395869,0.15890836715698242,0.17734849452972412,0.15888243913650513,20.15540313720703,3.951673984527588,20.154502868652344,0.04123743996024132,0.0004063056840095669,0.015454782173037529,0.0004063056840095669,0.06802381575107574,0.11685159057378769,0.06796959042549133,20.871376037597656,4.000930309295654,20.88275146484375
2,0.03658111020922661,0.00012219663767609745,0.006418399978429079,0.00012219663767609745,0.039837729185819626,0.0795055478811264,0.039830878376960754,20.856765747070312,3.9833498001098633,20.856727600097656,0.031789228320121765,4.688489207183011e-05,0.0034083679784089327,4.688489207183011e-05,0.02164257876574993,0.05044257268309593,0.021611185744404793,20.94439125061035,3.986485004425049,20.955429077148438
3,0.026804806664586067,0.00032403378281742334,0.011410078033804893,0.00032403378281742334,0.03560866042971611,0.05563077703118324,0.035614218562841415,20.861860275268555,3.982288122177124,20.86149787902832,0.02201937884092331,0.0008496488444507122,0.021750139072537422,0.0008496488444507122,0.062061138451099396,0.08270028978586197,0.06197461858391762,20.12337875366211,3.918416976928711,20.134347915649414
4,0.01779191568493843,0.0013566630659624934,0.02470739558339119,0.0013566630659624934,0.07314272969961166,0.09475613385438919,0.07316049933433533,20.687456130981445,3.9736382961273193,20.68686866760254,0.01743161678314209,0.005321342032402754,0.0688580721616745,0.005321342032402754,0.08655600249767303,0.13224861025810242,0.08646348118782043,21.356229782104492,4.045437335968018,21.36802101135254
5,0.010607868432998657,0.001397180138155818,0.023233504965901375,0.001397180138155818,0.07852717489004135,0.10208044946193695,0.07853478193283081,20.699417114257812,3.975343942642212,20.69980812072754,0.0161310862749815,0.009272918105125427,0.06576971709728241,0.009272918105125427,0.2039150446653366,0.3114200532436371,0.20387864112854004,17.639019012451172,3.6945383548736572,17.64820098876953
6,0.0071639008820056915,0.0014470691094174981,0.020453210920095444,0.0014470691094174981,0.0703291967511177,0.0938493013381958,0.07031747698783875,20.762104034423828,3.9789843559265137,20.76268196105957,0.005092469975352287,0.00038615078665316105,0.01628279499709606,0.00038615078665316105,0.0753859132528305,0.07917271554470062,0.07527314126491547,20.776281356811523,3.991811513900757,20.787687301635742
7,0.005135079380124807,0.0009612191934138536,0.019792523235082626,0.0009612191934138536,0.06925460696220398,0.08864902704954147,0.06925208866596222,20.76010513305664,3.980163335800171,20.76201820373535,0.00417120149359107,0.000545946997590363,0.018566014245152473,0.000545946997590363,0.053500816226005554,0.07091353088617325,0.05341866984963417,20.384288787841797,3.9445431232452393,20.395448684692383
8,0.003975618164986372,0.0007405559299513698,0.017677761614322662,0.0007405559299513698,0.06272974610328674,0.08149399608373642,0.06273788958787918,20.802244186401367,3.9828805923461914,20.80245018005371,0.0029975995421409607,9.176970343105495e-05,0.005142370704561472,9.176970343105495e-05,0.048972029238939285,0.05641312152147293,0.04889855906367302,20.87407684326172,3.9908838272094727,20.8855037689209
9,0.0033563876058906317,0.0006783043500036001,0.01722562126815319,0.0006783043500036001,0.05929230526089668,0.07979577779769897,0.05928194150328636,20.817455291748047,3.984335422515869,20.816423416137695,0.002859284868463874,0.000361206301022321,0.012831492349505424,0.000361206301022321,0.05126632750034332,0.08838096261024475,0.05120452865958214,21.384944915771484,4.033653736114502,21.39665412902832
10,0.0028451704420149326,0.0005232487455941737,0.014933940954506397,0.0005232487455941737,0.058247558772563934,0.0770098939538002,0.0582386814057827,20.830881118774414,3.986020088195801,20.830259323120117,0.002333063632249832,0.00013798334111925215,0.007047899533063173,0.00013798334111925215,0.04553838074207306,0.05788206681609154,0.045468591153621674,20.67583656311035,3.971247673034668,20.68707847595215
11,0.0025673960335552692,0.00048696729936636984,0.014443205669522285,0.00048696729936636984,0.055641498416662216,0.07520649582147598,0.05563465133309364,20.84370231628418,3.9869844913482666,20.843969345092773,0.002112502697855234,7.526828994741663e-05,0.003502946812659502,7.526828994741663e-05,0.04080958664417267,0.05845120549201965,0.04075377807021141,20.86368751525879,3.9843339920043945,20.875030517578125
12,0.0022883983328938484,0.0003899582661688328,0.012982766143977642,0.0003899582661688328,0.05372706055641174,0.07390736043453217,0.05371789634227753,20.852163314819336,3.987609386444092,20.850723266601562,0.0019138046773150563,9.34205309022218e-05,0.0039192866533994675,9.34205309022218e-05,0.047304652631282806,0.060929082334041595,0.047233548015356064,20.81214141845703,3.9827144145965576,20.823467254638672
13,0.002184480894356966,0.0004163427511230111,0.013421558775007725,0.0004163427511230111,0.051688071340322495,0.07447343319654465,0.05168109014630318,20.881399154663086,3.9893476963043213,20.880674362182617,0.0018175756558775902,9.749281161930412e-05,0.00543546536937356,9.749281161930412e-05,0.04392021894454956,0.06573175638914108,0.04385962337255478,21.057697296142578,4.003101348876953,21.069162368774414
14,0.0020240936428308487,0.0003538652672432363,0.012014509178698063,0.0003538652672432363,0.05087502300739288,0.07269287109375,0.050867486745119095,20.87592315673828,3.9895005226135254,20.87588882446289,0.0019526256946846843,0.0003149930853396654,0.015389268286526203,0.0003149930853396654,0.042532194405794144,0.07290814071893692,0.042477499693632126,21.188453674316406,4.011800765991211,21.199947357177734
15,0.001952720689587295,0.0003507050278130919,0.011860321275889874,0.0003507050278130919,0.04819994047284126,0.07205336540937424,0.04819229990243912,20.90041732788086,3.9903833866119385,20.898435592651367,0.0017091919435188174,0.00013832292461302131,0.008309591561555862,0.00013832292461302131,0.043693095445632935,0.06966257840394974,0.043633345514535904,21.09981346130371,4.006289005279541,21.111263275146484
16,0.0018798660021275282,0.0003330738400109112,0.011835303157567978,0.0003330738400109112,0.048476144671440125,0.0716971904039383,0.048469867557287216,20.897668838500977,3.9905290603637695,20.898290634155273,0.0019443656783550978,0.0004123228136450052,0.018119167536497116,0.0004123228136450052,0.04033929854631424,0.06374877691268921,0.040286969393491745,21.0905818939209,4.013549327850342,21.10199546813965
17,0.0018048722995445132,0.00030003994470462203,0.011559978127479553,0.00030003994470462203,0.04768071696162224,0.07152386009693146,0.047701653093099594,20.905122756958008,3.9911446571350098,20.90797996520996,0.0017472736071795225,0.0002628497313708067,0.013067332096397877,0.0002628497313708067,0.04250620678067207,0.06852658092975616,0.04244464263319969,20.54610252380371,3.9632303714752197,20.55718231201172
18,0.0017557850806042552,0.0002835816121660173,0.011140230111777782,0.0002835816121660173,0.04600325599312782,0.06975040584802628,0.04603882506489754,20.910675048828125,3.991056442260742,20.91082763671875,0.00206981529481709,0.0006089879316277802,0.02220970392227173,0.0006089879316277802,0.04130540415644646,0.0751824676990509,0.04125252366065979,21.240543365478516,4.023176670074463,21.252033233642578
19,0.0017242436297237873,0.00027770191081799567,0.010752052068710327,0.00027770191081799567,0.04444508999586105,0.06799602508544922,0.044441260397434235,20.91547966003418,3.991328716278076,20.915786743164062,0.0024734085891395807,0.0009909241925925016,0.029775381088256836,0.0009909241925925016,0.043160099536180496,0.08067527413368225,0.04311339929699898,21.331623077392578,4.01737642288208,21.343280792236328
