epoch,loss,output_1_loss,output_1_mean_absolute_error,output_1_mean_squared_error,output_2_loss,output_2_mean_absolute_error,output_2_mean_squared_error,output_3_loss,output_3_mean_absolute_error,output_3_mean_squared_error,val_loss,val_output_1_loss,val_output_1_mean_absolute_error,val_output_1_mean_squared_error,val_output_2_loss,val_output_2_mean_absolute_error,val_output_2_mean_squared_error,val_output_3_loss,val_output_3_mean_absolute_error,val_output_3_mean_squared_error
0,3.482473300230144e+16,3.480108061740237e+16,90755064.0,3.480108061740237e+16,23639850221568.0,1667065.625,23639850221568.0,23639858610176.0,1667066.875,23639858610176.0,312140036571136.0,312023837573120.0,17658922.0,312023837573120.0,115985358848.0,274433.875,115985358848.0,115986604032.0,274435.59375,115986604032.0
1,113488068345856.0,113446972555264.0,10064273.0,113446972555264.0,40934817792.0,153602.25,40934817792.0,40935559168.0,153603.765625,40935559168.0,27929893404672.0,27920393306112.0,5282563.0,27920393306112.0,9513268224.0,78646.3046875,9513268224.0,9513625600.0,78647.8203125,9513625600.0
2,11102359388160.0,11098646380544.0,3170792.0,11098646380544.0,3709437440.0,46677.02734375,3709437440.0,3709656576.0,46678.5859375,3709656576.0,2912510803968.0,2911574163456.0,1705912.375,2911574163456.0,937826496.0,24709.53515625,937826496.0,937943168.0,24711.107421875,937943168.0
3,1099030528000.0,1098680041472.0,988278.375,1098680041472.0,350083296.0,14222.755859375,350083296.0,350150560.0,14224.3681640625,350150560.0,239197896704.0,239123628032.0,488888.1875,239123628032.0,74424840.0,6964.94775390625,74424840.0,74457792.0,6966.51513671875,74457792.0
4,79907323904.0,79882813440.0,261308.203125,79882813440.0,24752580.0,3713.0048828125,24752580.0,24770214.0,3714.59130859375,24770214.0,12820224000.0,12816311296.0,113183.4765625,12816311296.0,3915748.25,1598.1529541015625,3915748.25,3923347.0,1599.739501953125,3923347.0
5,4069201920.0,4067955968.0,58854.91015625,4067955968.0,1238797.25,829.4750366210938,1238797.25,1242753.625,831.0635375976562,1242753.625,661148800.0,660950400.0,25703.267578125,660950400.0,198655.03125,360.0378723144531,198655.03125,200373.0,361.627197265625,200373.0
6,208640304.0,208578000.0,13238.6279296875,208578000.0,62209.00390625,184.40049743652344,62209.00390625,63090.578125,185.99124145507812,63090.578125,29763468.0,29754974.0,5453.658203125,29754974.0,8496.8212890625,74.4627914428711,8496.8212890625,8853.8623046875,76.04814147949219,8853.8623046875
7,8760389.0,8757964.0,2689.0849609375,8757964.0,2403.54931640625,35.593441009521484,2403.54931640625,2575.081298828125,37.16751480102539,2575.081298828125,1126587.0,1126339.75,1061.111083984375,1126339.75,246.8612823486328,12.677840232849121,246.8612823486328,308.67254638671875,14.221417427062988,308.67254638671875
8,303367.8125,303312.375,485.24615478515625,303312.375,55.52944564819336,4.9939470291137695,55.52944564819336,78.56163024902344,6.213972091674805,78.56163024902344,28571.517578125,28567.76953125,169.01145935058594,28567.76953125,3.752591848373413,1.5206525325775146,3.752591848373413,5.433745861053467,1.895745038986206,5.433745861053467
9,8863.419921875,8857.6474609375,85.59201049804688,8857.6474609375,5.813682556152344,1.8793703317642212,5.813682556152344,1.8495069742202759,1.062293529510498,1.8495069742202759,1198.313720703125,1190.1715087890625,34.44914245605469,1190.1715087890625,8.14258861541748,2.2593774795532227,8.14258861541748,0.7271533608436584,0.7668284177780151,0.7271533608436584
10,372.1618957519531,363.0144348144531,16.819316864013672,363.0144348144531,9.147661209106445,2.40084171295166,9.147661209106445,0.5080305337905884,0.6201397180557251,0.5080305337905884,30.945371627807617,21.197040557861328,4.304264545440674,21.197040557861328,9.74835205078125,2.484692335128784,9.74835205078125,0.2932497560977936,0.4387761354446411,0.2932497560977936
