epoch,loss,output_1_loss,output_1_mean_absolute_error,output_1_mean_squared_error,output_2_loss,output_2_mean_absolute_error,output_2_mean_squared_error,output_3_loss,output_3_mean_absolute_error,output_3_mean_squared_error,val_loss,val_output_1_loss,val_output_1_mean_absolute_error,val_output_1_mean_squared_error,val_output_2_loss,val_output_2_mean_absolute_error,val_output_2_mean_squared_error,val_output_3_loss,val_output_3_mean_absolute_error,val_output_3_mean_squared_error
0,0.9542080760002136,0.08922846615314484,0.22573602199554443,0.08922846615314484,0.8619284629821777,0.6403661370277405,0.8619284629821777,0.0030541967134922743,0.04231235757470131,0.0030541967134922743,0.9594511985778809,0.09925542771816254,0.27085381746292114,0.09925542771816254,0.8572378754615784,0.6400594711303711,0.8572378754615784,0.0029581997077912092,0.04168044030666351,0.0029581997077912092
1,0.9282025694847107,0.0851510614156723,0.22173352539539337,0.0851510614156723,0.84010249376297,0.6309158802032471,0.84010249376297,0.0029482278041541576,0.0415758416056633,0.0029482278041541576,0.9048072099685669,0.07563058286905289,0.1890239715576172,0.07563058286905289,0.8262574076652527,0.6238685846328735,0.8262574076652527,0.00291890068911016,0.041384000331163406,0.00291890068911016
2,0.902012825012207,0.0793944001197815,0.21306101977825165,0.0793944001197815,0.8197689652442932,0.6220292448997498,0.8197689652442932,0.0028497357852756977,0.0408794991672039,0.0028497360181063414,0.8824182152748108,0.07414507865905762,0.18175330758094788,0.07414507865905762,0.805540919303894,0.6124685406684875,0.805540919303894,0.0027322338428348303,0.040082816034555435,0.0027322338428348303
3,0.8804029226303101,0.07623797655105591,0.20825348794460297,0.07623797655105591,0.8014004230499268,0.6138655543327332,0.8014004230499268,0.0027642648201435804,0.040265414863824844,0.002764265052974224,0.8719696998596191,0.06906114518642426,0.18307384848594666,0.06906114518642426,0.8001700043678284,0.6129720211029053,0.8001700043678284,0.0027383221313357353,0.040139827877283096,0.0027383221313357353
4,0.8605973720550537,0.07319172471761703,0.20395024120807648,0.07319172471761703,0.7847199440002441,0.6062414646148682,0.7847199440002441,0.002686705905944109,0.03968696668744087,0.002686705905944109,0.8853279948234558,0.1047387570142746,0.2377103865146637,0.1047387570142746,0.7779594659805298,0.5995215177536011,0.7779594659805298,0.002629722934216261,0.039351291954517365,0.002629722934216261
5,0.8413813710212708,0.06987553089857101,0.19898447394371033,0.06987553089857101,0.7688855528831482,0.5991204977035522,0.7688855528831482,0.002621026709675789,0.039193712174892426,0.002621026709675789,0.8242604732513428,0.05933648347854614,0.1986333578824997,0.05933648347854614,0.7623624801635742,0.5953861474990845,0.7623624801635742,0.002560923108831048,0.038732096552848816,0.002560923108831048
6,0.8239332437515259,0.06672553718090057,0.19446790218353271,0.06672553718090057,0.7546443343162537,0.5926265120506287,0.7546443343162537,0.0025640148669481277,0.038761038333177567,0.0025640148669481277,0.8054562211036682,0.05052817240357399,0.16521310806274414,0.05052817240357399,0.752423882484436,0.5909990072250366,0.752423882484436,0.0025040660984814167,0.03835517540574074,0.0025040660984814167
7,0.8063508868217468,0.06372838467359543,0.18973146378993988,0.06372838467359543,0.7401139140129089,0.5858863592147827,0.7401139140129089,0.0025087182875722647,0.03833043947815895,0.002508718054741621,0.7880208492279053,0.057132430374622345,0.18630853295326233,0.057132430374622345,0.7283939719200134,0.5826771259307861,0.7283939719200134,0.002493825275450945,0.03828853741288185,0.002493825275450945
8,0.7911322712898254,0.061783768236637115,0.18655981123447418,0.061783768236637115,0.7268900871276855,0.5796933770179749,0.7268900871276855,0.00245675933547318,0.03792047128081322,0.00245675933547318,0.7717785835266113,0.05925610661506653,0.16615374386310577,0.05925610661506653,0.7101445198059082,0.5733969211578369,0.7101445198059082,0.0023775838781148195,0.03739594295620918,0.0023775838781148195
9,0.7761866450309753,0.05920572578907013,0.18232394754886627,0.05920572578907013,0.7145656943321228,0.5740298628807068,0.7145656943321228,0.002413649344816804,0.03757064789533615,0.0024136491119861603,0.7711504101753235,0.06979519128799438,0.22408951818943024,0.06979519128799438,0.6989206075668335,0.5694912075996399,0.6989206075668335,0.002434888854622841,0.03779613599181175,0.002434888854622841
