epoch,loss,output_1_loss,output_1_mean_absolute_error,output_1_mean_squared_error,output_2_loss,output_2_mean_absolute_error,output_2_mean_squared_error,output_3_loss,output_3_mean_absolute_error,output_3_mean_squared_error,val_loss,val_output_1_loss,val_output_1_mean_absolute_error,val_output_1_mean_squared_error,val_output_2_loss,val_output_2_mean_absolute_error,val_output_2_mean_squared_error,val_output_3_loss,val_output_3_mean_absolute_error,val_output_3_mean_squared_error
0,0.09371576458215714,0.0015716799534857273,0.030823418870568275,0.0015716799534857273,0.09177948534488678,0.1984984427690506,0.09177948534488678,0.0003646109253168106,0.01322958618402481,0.0003646109253168106,0.08947847038507462,0.0009335385984741151,0.024178139865398407,0.0009335385984741151,0.08819519728422165,0.1964806616306305,0.08819519728422165,0.0003497258003335446,0.013039245270192623,0.0003497258003335446
1,0.08814366906881332,0.0014032814651727676,0.029085610061883926,0.0014032814651727676,0.08640474826097488,0.19251897931098938,0.08640474826097488,0.0003355739754624665,0.0126391826197505,0.0003355739754624665,0.08301542699337006,0.00094992620870471,0.025396205484867096,0.00094992620870471,0.0817527174949646,0.18580031394958496,0.0817527174949646,0.00031280730036087334,0.012299048714339733,0.00031280730036087334
2,0.08340015262365341,0.0012916921405121684,0.02795855514705181,0.0012916921405121684,0.08179762214422226,0.18700942397117615,0.08179762214422226,0.000310933799482882,0.012155681848526001,0.000310933799482882,0.08245264738798141,0.0011566773755475879,0.025452058762311935,0.0011566773755475879,0.08100476861000061,0.1915837675333023,0.08100476861000061,0.00029117983649484813,0.011785567738115788,0.0002911798655986786
3,0.07952744513750076,0.0011739672627300024,0.026676824316382408,0.0011739672627300024,0.07806174457073212,0.18213187158107758,0.07806174457073212,0.0002916923549491912,0.011767877265810966,0.0002916923549491912,0.08125277608633041,0.0011224556947126985,0.028493767604231834,0.0011224556947126985,0.07984490692615509,0.18195734918117523,0.07984490692615509,0.00028543552616611123,0.01171966828405857,0.0002854355552699417
4,0.07620063424110413,0.0011457618093118072,0.02638019621372223,0.0011457618093118072,0.07477684319019318,0.1778322011232376,0.07477684319019318,0.00027808858430944383,0.011466192081570625,0.00027808858430944383,0.07448920607566833,0.0011345141101628542,0.02675054594874382,0.0011345141101628542,0.07306399196386337,0.17273345589637756,0.07306399196386337,0.0002907195594161749,0.011587862856686115,0.00029071953031234443
5,0.07348443567752838,0.0011094474466517568,0.02606935240328312,0.0011094474466517568,0.07210613042116165,0.17418800294399261,0.07210613042116165,0.00026887396234087646,0.011260323226451874,0.0002688739914447069,0.07257963716983795,0.0005697892047464848,0.018711574375629425,0.0005697892047464848,0.07173816114664078,0.1684122085571289,0.07173816114664078,0.00027166734798811376,0.011318832635879517,0.0002716673770919442
6,0.07091620564460754,0.0010367039358243346,0.025130167603492737,0.0010367039358243346,0.06961799412965775,0.1708489954471588,0.06961799412965775,0.00026141025591641665,0.011110484600067139,0.00026141025591641665,0.06913081556558609,0.0009579676552675664,0.023251548409461975,0.0009579676552675664,0.06791902333498001,0.1708163022994995,0.06791902333498001,0.0002538421540521085,0.01112567912787199,0.0002538421540521085
7,0.0686773881316185,0.001002541626803577,0.024792442098259926,0.001002541626803577,0.06741862744092941,0.16791978478431702,0.06741862744092941,0.0002561466535553336,0.01100578997284174,0.0002561466535553336,0.06783713400363922,0.0022205624263733625,0.042410559952259064,0.0022205624263733625,0.06535451859235764,0.16392366588115692,0.06535451859235764,0.0002620635204948485,0.010974387638270855,0.0002620635204948485
8,0.0665438249707222,0.0009698420763015747,0.02435791678726673,0.0009698420763015747,0.06532327085733414,0.16501758992671967,0.06532327085733414,0.00025075863231904805,0.010907956399023533,0.0002507586614228785,0.0643845647573471,0.0006356497760862112,0.018503664061427116,0.0006356497760862112,0.06351062655448914,0.16191115975379944,0.06351062655448914,0.00023827265249565244,0.010687693953514099,0.00023827262339182198
9,0.06453745067119598,0.0009612854919396341,0.024307584390044212,0.0009612854919396341,0.06332803517580032,0.16236752271652222,0.06332803517580032,0.0002482066920492798,0.010864059440791607,0.0002482066920492798,0.06241877004504204,0.0005144341848790646,0.01666036993265152,0.0005144341848790646,0.06167121231555939,0.15598070621490479,0.06167121231555939,0.00023312016855925322,0.010580804198980331,0.00023312016855925322
10,0.06266443431377411,0.000897566438652575,0.02352256327867508,0.000897566438652575,0.0615246444940567,0.1598636955022812,0.0615246444940567,0.00024219938495662063,0.010760031640529633,0.00024219938495662063,0.06122198700904846,0.0004592657496687025,0.01571650244295597,0.0004592657496687025,0.06052872911095619,0.15569137036800385,0.06052872911095619,0.0002340402570553124,0.01063261553645134,0.0002340402570553124
11,0.06087537854909897,0.0009159696055576205,0.02379295416176319,0.0009159696055576205,0.05972323939204216,0.15719372034072876,0.05972323939204216,0.00023614878591615707,0.010649670846760273,0.00023614878591615707,0.06223269924521446,0.0009388351463712752,0.024232814088463783,0.0009388351463712752,0.061053305864334106,0.15898002684116364,0.061053305864334106,0.0002405647828709334,0.010860663838684559,0.00024056476831901819
